outlet_id,outlet_name,state,city_or_scope,website,website_active,sustained_journalism,immigrant_or_diaspora_serving,institutional_form,public_institutional_signals,eligibility_status,primary_evidence_url,verification_notes,analysis_tier,core_inclusion,source_file,source_row_number
ME004,Maine Public News Connect - French,Maine,Statewide,https://contact.mainepublic.org/page/66230/subscribe/1?locale=en-US,yes,yes_translated_news,yes,French-language product within Maine Public News Connect,current subscription page offers weekly French news bulletins,verified_include_hosted_program,https://contact.mainepublic.org/page/66230/subscribe/1?locale=en-US,Product-level case; link to ME002.,core_verified,yes,data/verification/maine_verification_v1.csv,5
ME005,Maine Public News Connect - Portuguese,Maine,Statewide,https://contact.mainepublic.org/page/66230/subscribe/1?locale=en-US,yes,yes_translated_news,yes,Portuguese-language product within Maine Public News Connect,current subscription page offers weekly Portuguese news,verified_include_hosted_program,https://contact.mainepublic.org/page/66230/subscribe/1?locale=en-US,Product-level case; link to ME002.,core_verified,yes,data/verification/maine_verification_v1.csv,6
ME003,Maine Public News Connect - Somali,Maine,Statewide,https://contact.mainepublic.org/page/66230/subscribe/1?locale=en-US,yes,yes_translated_news,yes,Somali-language product within Maine Public News Connect,current subscription page offers weekly Somali newscasts/newsletters,verified_include_hosted_program,https://contact.mainepublic.org/page/66230/subscribe/1?locale=en-US,Product-level case; link to ME002.,core_verified,yes,data/verification/maine_verification_v1.csv,4
ME006,Maine Public News Connect - Spanish,Maine,Statewide,https://contact.mainepublic.org/page/66230/subscribe/1?locale=en-US,yes,yes_translated_news,yes,Spanish-language product within Maine Public News Connect,current subscription page offers weekly Spanish news,verified_include_hosted_program,https://contact.mainepublic.org/page/66230/subscribe/1?locale=en-US,Product-level case; link to ME002.,core_verified,yes,data/verification/maine_verification_v1.csv,7
ME007,Twin Cities Media,Maine,Lewiston/Auburn,,unclear_or_problematic,unclear,claims_yes,claimed multilingual local-news outlet,"recent reporting raised substantial questions about fabricated staff, AI-generated content and false multilingual claims",exclude_unverified_authenticity,https://www.themainewire.com/2026/09/twin-cities-media-inside-the-ai-slop-news-website-with-ties-to-disgraced-former-lewiston-councilor-iman-osman/,Do not include in active sampling frame without independent verification of real newsroom operation.,other_review_status,no,data/verification/maine_verification_v1.csv,8
MA006,Boston Orange,Massachusetts,Greater Boston,https://www.bostonorange.com/,yes,yes_mixed_blog_news,yes,Chinese-language community reporting publication/blog,active Sept. 2026 original reporting from Massachusetts Chinese-American community events and institutions,verified_include_mixed_format,https://www.bostonorange.com/2026/09/gbcca70.html?m=0,Useful community-reporting case; deeper pass should document ownership and publication cadence.,core_verified,yes,data/verification/massachusetts_verification_v1.csv,7
MA003,Brazilian Times,Massachusetts,Somerville / New England,https://www.braziliantimes.com/,yes,yes,yes,Brazilian Portuguese print/digital/radio media organization,founded 1988; Somerville headquarters; twice-weekly New England print plus digital/radio; explicit Brazilian diaspora mission,verified_include,https://www.braziliantimes.com/quem-somos,Excellent Brazilian diaspora newsroom.,core_verified,yes,data/verification/massachusetts_verification_v1.csv,4
MA002,El Mundo Boston,Massachusetts,Boston / statewide,https://elmundoboston.com/,yes,yes,yes,long-running Spanish-language print/digital newspaper,active Sept. 2026 weekly print editions and local/community reporting; operating since 1972,verified_include,https://elmundoboston.com/digital-edition/,Excellent longstanding Latino press case.,core_verified,yes,data/verification/massachusetts_verification_v1.csv,3
MA001,El Planeta,Massachusetts,Greater Boston / statewide,https://elplaneta.com/,yes,yes,yes,Latino/family-owned Spanish-language local newsroom within Tiempo Company,20+ years; local focus on immigration education business and Latino empowerment; current digital/print reach statewide,verified_include,https://elplaneta.com/about-us-en/,Excellent core Latino newsroom.,core_verified,yes,data/verification/massachusetts_verification_v1.csv,2
MA005,Khmer Post USA,Massachusetts,Lowell / Cambodian diaspora,https://khmerpostusa.com/,yes,yes,yes,Cambodian-American digital news/community outlet,active Sept. 2026 reporting on Lowell Cambodian community; UMass Lowell identifies Khmer Post USA as archive/community partner,verified_include,https://khmerpostusa.com/lowell-has-the-second-largest-cambodian-community-in-the-united-states-and-almost-nobody-who-built-it-chose-lowell-on-purpose/,Strong refugee/diaspora community case.,core_verified,yes,data/verification/massachusetts_verification_v1.csv,6
MA008,Massachusetts multicultural radio/TV outlets,Massachusetts,Greater Boston / statewide,,various,mixed,yes,state-listed multicultural media cluster,Massachusetts Governor's Office maintains current multicultural-media list including Haitian Creole Spanish Vietnamese Chinese Korean Brazilian Portuguese and other outlets,classify_discovery_cluster_not_single_outlet,https://www.mass.gov/doc/multicultural-media-list/download,Use this as discovery source; verify individual outlets before counting.,other_review_status,no,data/verification/massachusetts_verification_v1.csv,9
MA004,Sampan,Massachusetts,Greater Boston,https://www.sampan.org/,yes,yes,yes,nonprofit bilingual Chinese-English biweekly newspaper published by Asian American Civic Association,only bilingual Chinese-English newspaper in New England; covers immigration civil rights housing education and Asian-American community issues,verified_include_hosted_program,https://www.sampan.org/about-4,Strong nonprofit/community-hosted immigrant journalism case.,core_verified,yes,data/verification/massachusetts_verification_v1.csv,5
MA007,The Boston Korea,Massachusetts,Allston / Greater Boston,,yes_via_state_registry,yes_likely,yes,Korean-language news organization,listed as registered news organization by Massachusetts Supreme Judicial Court with Allston location,verified_include_with_directory_evidence,https://www.mass.gov/info-details/registered-news-media-under-sjc-rule-119,Strong lead; direct current website and newsroom structure should be added later.,core_verified,yes,data/verification/massachusetts_verification_v1.csv,8
MI006,Bangla Shangbad,Michigan,Metro Detroit,,current_network_listing,yes,yes,Bangladeshi community newspaper,"New Michigan Media identifies publisher Iqbal Hussein, circulation 7,000 and readership over 20,000; listed as current 2026 partner",verified_include_with_directory_evidence,https://newmichiganmedia.com/about/,Include provisionally; locate direct current site and staff/contact details in deeper pass.,core_verified,yes,data/verification/michigan_verification_v1.csv,7
MI007,Chaldean News,Michigan,Metro Detroit,https://www.chaldeannews.com/,yes,yes,yes,English-language monthly/digital Chaldean community news publication owned by Chaldean Community Foundation,current Sept. 2026 issue; publication of record since 2004; community foundation ownership; staff reporting; Michigan/Iraq diaspora coverage,verified_include,https://www.chaldeannews.com/support,Excellent Iraqi-Chaldean diaspora case; host organization is publicly visible.,core_verified,yes,data/verification/michigan_verification_v1.csv,8
MI003,EL CENTRAL Hispanic News,Michigan,Detroit / Southeast Michigan,https://elcentralmedia.com/,yes,yes,yes,bilingual English-Spanish weekly/digital newsroom,current 2026 local reporting; newsroom team; stated mission to inform Metro Detroit Hispanic/Latino communities; weekly audio briefing,verified_include,https://elcentralmedia.com/about/,Strong core Latino community newsroom with substantial institutional transparency.,core_verified,yes,data/verification/michigan_verification_v1.csv,4
MI004,Latino Press / Latino Detroit,Michigan,Detroit / Southeast Michigan,https://latinodetroit.com/,yes,yes,yes,Spanish-language weekly newspaper/digital publisher,30 years of operation; weekly newspaper/news bulletin; Detroit base; explicit Hispanic-community information mission,verified_include,https://latinodetroit.com/about-latino-detroit/,Strong commercial/community Latino media case.,core_verified,yes,data/verification/michigan_verification_v1.csv,5
MI009,MI Asian,Michigan,Metro Detroit,https://michigankoreans.com/,yes_via_shared_platform,unclear_distinct_newsroom,yes,Asian/Korean publication associated with Michigan Korean Weekly,New Michigan Media names same publisher for Michigan Korean Weekly and MI Asian; distinct editorial structure not established,classify_related_product_pending,https://newmichiganmedia.com/michigan-korean-weekly/,Do not double-count until a distinct sustained publication/newsroom is confirmed.,pending_verification,no,data/verification/michigan_verification_v1.csv,10
MI012,Michigan Chronicle,Michigan,Detroit,https://michiganchronicle.com/,yes,yes,unclear_as_immigrant_serving,historic Black community newspaper,active 2026 Detroit journalism; New Michigan Media partner,comparison_or_exclude_core,https://newmichiganmedia.com/,Keep outside core immigrant frame unless sustained immigrant/diaspora service is demonstrated.,contextual_noncore,no,data/verification/michigan_verification_v1.csv,13
MI005,Michigan Korean Weekly,Michigan,Troy / Metro Detroit,https://michigankoreans.com/,yes,yes,yes,Korean-language weekly/digital newsroom,current Sept. 2026 Michigan,immigration and U.S. reporting; publisher/editor named; local address and contact; Korean-community mission,verified_include,https://michigankoreans.com/about,other_review_status,no,data/verification/michigan_verification_v1.csv,6
MI010,New Michigan Media,Michigan,Detroit / statewide,https://newmichiganmedia.com/,yes,no_as_single_outlet,yes,nonprofit ethnic/minority media network and intermediary,current 2026 network; 140+ ethnic/minority media connections; board of major publishers; journalism initiatives,grants,training and outreach,classify_intermediary_host,other_review_status,no,data/verification/michigan_verification_v1.csv,11
MI014,Polish Media Center,Michigan,Orchard Lake / Metro Detroit,https://polishweekly.com/,yes,no_as_separate_outlet,yes,host portal within Polish Institute of Culture & Research,The Polish Weekly is described as central pillar of the Polish Media Center; shared editorial infrastructure,classify_intermediary_host,https://polishweekly.com/about-us/,Do not double-count separately from The Polish Weekly; use as host organization/infrastructure.,other_review_status,no,data/verification/michigan_verification_v1.csv,15
MI013,Sada Al-Watan,Michigan,Dearborn / Metro Detroit,https://sadaalwatan.com/,yes,yes,yes,Arabic-language edition/brand of The Arab American News,"same Dearborn address, contact and weekly distribution structure as The Arab American News",classify_duplicate_language_edition,https://sadaalwatan.com/التوزيع/,Do not count separately from MI001; preserve as Arabic-language product/edition.,other_review_status,no,data/verification/michigan_verification_v1.csv,14
MI001,The Arab American News,Michigan,Dearborn / Metro Detroit,https://arabamericannews.com/,yes,yes,yes,bilingual Arabic-English weekly newspaper,founded 1984; weekly; Dearborn headquarters; English/Arabic; current 2026 reporting; explicit Arab American audience,verified_include,https://arabamericannews.com/,Strong core diaspora/immigrant-serving outlet and one of Michigan's major ethnic news institutions.,core_verified,yes,data/verification/michigan_verification_v1.csv,2
MI011,The Detroit Jewish News,Michigan,Metro Detroit,https://thejewishnews.com/,yes,yes,partly,Jewish community newspaper/digital outlet,current community journalism and New Michigan Media membership,boundary_comparison,https://newmichiganmedia.com/about/,Diaspora/community comparison case,contextual_noncore,no,data/verification/michigan_verification_v1.csv,12
MI008,The Polish Weekly / Tygodnik Polski,Michigan,Orchard Lake / Metro Detroit,https://polishweekly.com/,yes,yes,yes,bilingual Polish-English digital publication within Polish Media Center,current 2026 publication; continuous tradition from Detroit Polish press; editor/staff identified; Polish Institute host,verified_include_hosted_program,https://polishweekly.com/about-us/,Strong Polish diaspora case; code Polish Media Center/Polish Institute as host infrastructure.,core_verified,yes,data/verification/michigan_verification_v1.csv,9
MI002,The Yemeni American,Michigan,Dearborn / Metro Detroit,https://yemeniamerican.com/en/,yes,yes,yes,Yemeni American bilingual newspaper/digital outlet,current 2026 local/community reporting; Dearborn/Hamtramck coverage; Yemeni American focus; English/Arabic publication history,verified_include,https://yemeniamerican.com/en/,Excellent core case with highly specific immigrant/diaspora public.,core_verified,yes,data/verification/michigan_verification_v1.csv,3
MN021,3HMONGTV / Hmong Broadcasting Company,Minnesota,Twin Cities,https://hbctv.net/,yes,yes,yes,community television/digital media network,history; mission; community journalism; active news output,verified_include,,Active Hmong media network with current news and community journalism.,core_verified,yes,data/verification/minnesota_verification_batch1.csv,10
MN019,Hmong Radio Broadcast,Minnesota,Twin Cities,https://www.hmongradiobroadcast.com/,yes,yes,yes,commercial radio station,woman-owned; commercial; news/community education mission,verified_include,,Explicit Hmong community news and education mission; serves Twin Cities and western Wisconsin.,core_verified,yes,data/verification/minnesota_verification_batch1.csv,9
MN003,Hmong Times,Minnesota,St. Paul,https://hmongtimes.com/,yes,yes,yes,community newspaper,active site; Hmong community news,verified_include,,Active Hmong American newspaper; institutional structure needs deeper coding.,core_verified,yes,data/verification/minnesota_verification_batch1.csv,4
MN006,KALY Somali American Radio,Minnesota,Minneapolis,https://kalyradio.org/,yes,yes,yes,community radio program hosted by Somali American Community,mission; host organization; underwriting sponsors,verified_include,,Somali-language radio explicitly serving Somali and East African immigrants.,core_verified,yes,data/verification/minnesota_verification_batch1.csv,6
MN004,Korean Quarterly,Minnesota,St. Paul,https://www.koreanquarterly.org/,yes,yes,yes,501(c)(3) nonprofit publication,staff; nonprofit status; donations; advertising; subscriptions,verified_include,,Strong institutional visibility on staff page.,core_verified,yes,data/verification/minnesota_verification_batch1.csv,5
MN008,Mshale,Minnesota,Minneapolis,https://mshale.com/,yes,yes,yes,independent/community newspaper,publisher identity; current site; African immigrant orientation,verified_include,,Current site active; secondary reporting identifies it as Minnesota's longest-running newspaper serving African immigrants.,core_verified,yes,data/verification/minnesota_verification_batch1.csv,7
MN001,Sahan Journal,Minnesota,St. Paul,https://sahanjournal.com/,yes,yes,yes,nonprofit newsroom,staff page; board; nonprofit status; funding/support visible,verified_include,,Verified current website; explicit mission serving Minnesota immigrants and communities of color.,core_verified,yes,data/verification/minnesota_verification_batch1.csv,2
MN002,Somali Media of Minnesota,Minnesota,Minneapolis,https://somalimediamn.com/,yes,yes,yes,nonprofit digital newsroom,mission; immigrant-serving orientation; multilingual/home-language focus,verified_include,,Founded in 2023; explicit nonprofit digital newsroom for Horn of Africa immigrants.,core_verified,yes,data/verification/minnesota_verification_batch1.csv,3
MN009,The Somali American,Minnesota,Minneapolis,https://thesomaliamerican.com/,yes,yes,yes,print/digital community publication,media kit; circulation; Somali community orientation,verified_include,,Current website active; media kit documents print/online publication serving Somali community.,core_verified,yes,data/verification/minnesota_verification_batch1.csv,8
MS005,El Pueblo media programs,Mississippi,Biloxi / Gulf Coast,https://elpueblo-ms.org/,yes,mixed_information_media,yes,immigrant-service organization with Spanish media activity,director has created Spanish radio programs and publishes La Noticias de MS; organization itself is service/advocacy infrastructure rather than newsroom,classify_information_infrastructure_not_outlet,https://elpueblo-ms.org/our-staff/,Link to MS001; do not double-count organization as outlet.,contextual_noncore,no,data/verification/mississippi_verification_v1.csv,6
MS001,La Noticias de MS,Mississippi,Biloxi / statewide,,unclear_current_operation,historically_yes,yes,Spanish-language newspaper published by immigrant-community media practitioner,El Pueblo identifies Luis Espinoza as director/publisher of La Noticias de MS and calls it Mississippi's first Spanish-language newspaper; no strong current 2026 publication evidence located,pending_verification,https://elpueblo-ms.org/our-staff/,Retain but do not count as active core until current cadence is established.,pending_verification,no,data/verification/mississippi_verification_v1.csv,2
MS003,Mississippi Today en Español,Mississippi,Statewide,https://mississippitoday.org/tag/en-espanol/,yes_selected_2026_translation,yes_selected_translation,yes_language_service,Spanish-language translated stories within statewide nonprofit newsroom,Mississippi Today maintains En Español archive and published 2026 Spanish translation of immigration-enforcement coverage,verified_include_hosted_language_product,https://mississippitoday.org/2026/07/13/detenciones-ice-interrumpen-vidas-oxford/,Hosted language-access product; parent newsroom is general-interest.,core_verified,yes,data/verification/mississippi_verification_v1.csv,4
MS004,Vietnamese Gulf Coast community media lead,Mississippi,Biloxi / Gulfport,,not_identified,not_identified,likely_yes_if_found,gap-search lead,first-pass search found substantial Vietnamese-community reporting but no distinct current Vietnamese-language newsroom,hold_unresolved,https://www.reportforamerica.org/newsrooms/sun-herald/,Retain for deeper community/FCC/social search.,hold_for_review,no,data/verification/mississippi_verification_v1.csv,5
MO001,Dos Mundos,Missouri,Kansas City metro,https://dosmundos.com/,yes,yes,yes,bilingual weekly newspaper within Reyes Media Group,founded 1981 to serve newly arrived Spanish speakers; 45 years of immigrant-serving journalism; Greater Kansas City reach,verified_include,https://dosmundos.com/dos-mundos-continues-founders-legacy-while-looking-to-the-future/,Excellent long-running immigrant-serving newsroom.,core_verified,yes,data/verification/missouri_verification_v1.csv,2
MO002,KC Hispanic News,Missouri,Kansas City metro,https://kchispanicnews.com/,yes,yes,yes,family-run bilingual weekly newspaper,active Sept. 2026 weekly publication; 30 years of Hispanic community reporting; Kansas City Missouri base,verified_include,https://kchispanicnews.com/,Strong current Latino community newsroom.,core_verified,yes,data/verification/missouri_verification_v1.csv,3
MO003,Red Latina STL,Missouri,St. Louis / regional,https://www.redlatinastl.com/,yes,yes_mixed_magazine_news,yes,bilingual Latino digital/news-magazine platform,25-year St. Louis Latino media organization; active 2026 daily/biweekly reporting on immigration education public affairs and community life,verified_include_mixed_format,https://www.redlatinastl.com/post/red-latina-inicia-2026-con-nueva-edici%C3%B3n-y-una-plataforma-renovada,Strong St. Louis Latino media case.,core_verified,yes,data/verification/missouri_verification_v1.csv,4
MO007,Reyes Media Group,Missouri,Kansas City metro,https://dosmundos.com/,yes,no_as_single_outlet,yes,Spanish-language media parent/host organization,parent organization for Dos Mundos and related Spanish-language media products,classify_intermediary_host,https://dosmundos.com/dos-mundos-continues-founders-legacy-while-looking-to-the-future/,Do not double-count as an outlet.,other_review_status,no,data/verification/missouri_verification_v1.csv,8
MO006,Sehara Tribune,Missouri,St. Louis,,historical_or_unclear,historically_yes,yes,historic Bosnian-language newspaper,launched in 2009 as St. Louis Bosnian biweekly; current 2026 operation not established,pending_verification,https://stlmediahistory.org/print/sehara-tribune-is-introduced/,Retain as historical/current-unclear candidate.,pending_verification,no,data/verification/missouri_verification_v1.csv,7
MO005,St. Louis Bosnian,Missouri,St. Louis,https://www.stlbosnians.com/,yes,mixed_archive_curated_news,yes,digital archive/community-history platform,preserves Bosnian community stories and links to contemporary/historical articles; original newsroom structure not clearly established,comparison_or_information_platform,https://www.stlbosnians.com/,Useful Bosnian community information infrastructure but not yet a clearly verified newsroom.,contextual_noncore,no,data/verification/missouri_verification_v1.csv,6
MO004,St. Louis Chinese American News,Missouri,St. Louis metro,https://web.scanews.com/,yes,yes,yes,weekly bilingual Chinese-American newspaper,founded 1990; 6000 weekly copies; broad St. Louis metro distribution; explicit Chinese/Asian community mission,verified_include,https://web.scanews.com/about-us/,Excellent Chinese diaspora/community case.,core_verified,yes,data/verification/missouri_verification_v1.csv,5
MT003,Independent non-English newsroom gap lead,Montana,Statewide,,not_identified,not_identified,likely_if_found,gap-search lead,LOR Foundation statewide media landscape inventory reported no Spanish-language or other non-English news and information outlets,hold_unresolved,https://lorfoundation.org/reports/special-report-montanas-media-landscape/,Documented first-pass gap; do not interpret as proof of total absence.,hold_for_review,no,data/verification/montana_verification_v1.csv,4
MT002,Montana Latino News / HDN Noticias Latinas,Montana,Statewide,https://montanalatinonews.com/,yes,unclear_local_journalism,yes_language_target,Spanish-language digital site,site is active in 2026 but visible homepage is dominated by national/international syndicated and PR content with weak evidence of sustained Montana reporting,pending_verification,https://montanalatinonews.com/,Retain candidate; deeper content sampling needed before inclusion.,pending_verification,no,data/verification/montana_verification_v1.csv,3
MT001,Noticias Montaña,Montana,Bozeman / Gallatin County,,unclear_current_operation,historically_yes,yes,independent Spanish-language digital newspaper,2021 Telemundo/NBC profile identifies Samantha Suazo as founder in 2020 and describes it as Montana's only Spanish-language local/regional news publication,pending_verification,https://www.telemundo.com/noticias/noticias-telemundo/mes-de-la-herencia-hispana/el-nuevo-panorama-latino-rcna2436,Retain as strong historical/recent lead but do not count as active core until 2026 cadence is verified.,pending_verification,no,data/verification/montana_verification_v1.csv,2
NE001,El Perico,Nebraska,Omaha,https://el-perico.com/,yes,yes,yes,bilingual community newspaper/digital platform within Pioneer Publishing,"founded 1999; first-generation immigrants are largest readership segment; local immigration, health, education, politics and community reporting",verified_include,https://el-perico.com/about-us/,Excellent core immigrant-serving newsroom.,core_verified,yes,data/verification/nebraska_verification_v1.csv,2
NE003,Hola Nebraska,Nebraska,Statewide / Omaha,https://holanebraska.org/,yes,yes,yes,fully bilingual digital news platform,"active 2026 Nebraska news; explicitly dedicated to Latino voices, stories and contributions statewide",verified_include,https://holanebraska.org/,Strong current bilingual case.,core_verified,yes,data/verification/nebraska_verification_v1.csv,4
NE006,KZUM en Español,Nebraska,Lincoln,https://kzum.org/news/,yes,yes_hosted_multilingual,yes,Spanish-language hosted public-radio/news partnership,KZUM explicitly partners with programmers and Mundo Latino so Spanish-speaking communities can stay informed,verified_include_hosted_program,https://kzum.org/news/,Strong hosted/community-radio case.,core_verified,yes,data/verification/nebraska_verification_v1.csv,7
NE002,Mundo Latino Network,Nebraska,Omaha / statewide,https://mundolatinonetwork.com/,yes,yes_mixed_news_information,yes,immigrant-founded Spanish-language community media outlet,founded in 1999 by Mexican immigrant communications professional; explicit mission to provide locally relevant information beyond translated news,verified_include,https://mundolatinonetwork.com/2026/09/07/letter-from-the-editor-27-years-of-mundo-latino/,Strong immigrant-founded institutional case.,core_verified,yes,data/verification/nebraska_verification_v1.csv,3
NE007,Mundo Latino on KZUM,Nebraska,Lincoln / statewide,https://kzum.org/news/,yes,yes_hosted,yes,hosted Spanish-language information/news partnership,partnership is public and current; organizational identity overlaps with NE002,classify_hosted_program_or_duplicate,https://kzum.org/news/,Do not double-count separately from Mundo Latino unless program-level analysis requires it.,other_review_status,no,data/verification/nebraska_verification_v1.csv,8
NE008,Nebraska Public Media immigrant-language products,Nebraska,Statewide,https://nebraskapublicmedia.org/,yes,yes,no_primary_mission,mainstream public media,produces substantial immigrant/refugee reporting but is not an immigrant-serving newsroom by mission,exclude_current_definition,https://nebraskapublicmedia.org/en/news/news-articles/lincoln-welcomes-new-americans-in-weeklong-celebration/,"Use as contextual/secondary source, not core outlet.",other_review_status,no,data/verification/nebraska_verification_v1.csv,9
NE005,Radio Lobo,Nebraska,Omaha / statewide,https://www.floodcomm.com/telemundo-radio-lobo/,yes,mixed_news_entertainment,yes,Spanish-language radio service within Flood Communications,shares Spanish-language media infrastructure with Telemundo Nebraska; journalism/public-affairs share not fully documented in first pass,pending_deeper_verification,https://www.floodcomm.com/telemundo-radio-lobo/,Retain and code program mix later.,pending_verification,no,data/verification/nebraska_verification_v1.csv,6
NE004,Telemundo Nebraska,Nebraska,Statewide,https://www.floodcomm.com/telemundo-radio-lobo/,yes,yes,yes,Spanish-language local television newsroom within Flood Communications,state's first network affiliate delivering local Spanish news; weekday 5PM and 10PM local newscasts; statewide/multimarket reach,verified_include,https://www.floodcomm.com/telemundo-radio-lobo/,Strong network-affiliated comparison case.,core_verified,yes,data/verification/nebraska_verification_v1.csv,5
NV010,El Mundo Las Vegas,Nevada,Las Vegas,,inactive_print,historically_yes,yes,historic Spanish-language weekly,Nevada Independent reported print ceased in 2025 after 45 years,exclude_inactive_archive,https://thenevadaindependent.com/article/spanish-language-newspaper-ceases-printing-after-45-years-leaving-void-in-las-vegas,"Keep as historical ecosystem case, not active-frame outlet.",other_review_status,no,data/verification/nevada_verification_v1.csv,11
NV002,El Nuevo Mundo,Nevada,Las Vegas / Southern Nevada,https://elnuevomundo.lv/,yes,yes,yes,Spanish-language newspaper/digital outlet,active Sept. 2026 print/digital issues; local reporting; explicit tagline serving Hispanics in Southern Nevada,verified_include,https://elnuevomundo.lv/,Strong current Spanish-language community newsroom.,core_verified,yes,data/verification/nevada_verification_v1.csv,3
NV003,Entérate Vegas,Nevada,Las Vegas,https://enteratevegas.com/,yes,yes,yes,Spanish-language digital local-news outlet,current local Spanish reporting; explicitly positions itself as filling Las Vegas Spanish-news gap after El Tiempo and El Mundo print closures,verified_include,https://enteratevegas.com/advertise/,Strong emerging digital Spanish-language case.,core_verified,yes,data/verification/nevada_verification_v1.csv,4
NV008,K-LasVegas / Las Vegas Korean Magazine,Nevada,Las Vegas,https://www.k-lasvegas.org/,yes,mixed_magazine_journalism,yes,Korean-American monthly magazine run by nonprofit media foundation,"current Sept. 2026 issue; nonprofit Korean media foundation; community profiles, columns and local information",verified_include_mixed_format,https://www.k-lasvegas.org/,Useful institutional contrast with Korean newspapers; code journalism share separately.,core_verified,yes,data/verification/nevada_verification_v1.csv,9
NV005,Las Vegas Chinese Daily News,Nevada,Las Vegas / Southern Nevada,https://lasvegaschinesedailynews.com/en/,yes,yes,yes,Chinese community newspaper/digital outlet,current Sept. 2026 site; describes itself as leading Chinese community newspaper in Las Vegas; dedicated reporters and local distribution,verified_include,https://lasvegaschinesedailynews.com/en/,Strong Chinese diaspora/local-news case.,core_verified,yes,data/verification/nevada_verification_v1.csv,6
NV006,Las Vegas Korean News,Nevada,Las Vegas,,yes_via_current_issue_archive,yes,yes,Korean-language community newspaper,"issue 1569 dated Sept. 14-27, 2026; extensive current print/digital publication",verified_include_with_secondary_evidence,https://fliphtml5.com/cztqq/1569-BcKB/9/,Strong current Korean-community newspaper; direct primary website/ownership should be added later.,core_verified,yes,data/verification/nevada_verification_v1.csv,7
NV012,Nevada Immigrant Coalition News,Nevada,Statewide,https://nvimmigrantcoalition.org/news/,yes,no_independent_journalism,yes,immigrant advocacy coalition information channel,active 2026 news/press releases and immigrant information; organizational advocacy rather than newsroom,classify_information_infrastructure_not_outlet,https://nvimmigrantcoalition.org/news/,Do not count in core outlet frame; useful intermediary/information infrastructure later.,contextual_noncore,no,data/verification/nevada_verification_v1.csv,13
NV004,Noticiero Móvil,Nevada,Reno / Northern Nevada,https://noticieromovil.com/,yes,yes,yes,bilingual Spanish-English multimedia newsroom,current Sept. 2026 reporting; explicit mission to provide accessible relevant coverage with Northern Nevada Latino community,verified_include,https://noticieromovil.com/,Excellent Northern Nevada Latino newsroom.,core_verified,yes,data/verification/nevada_verification_v1.csv,5
NV001,Philippine Times of Southern Nevada,Nevada,Las Vegas / Southern Nevada,https://ptsnv.com/,yes,yes,yes,bilingual English-Tagalog Filipino-American newspaper/digital outlet,current Sept. 2026 issues; biweekly publication; local team; Filipino-American audience; print/digital subscriptions,verified_include,https://ptsnv.com/subscribe/,Excellent Filipino diaspora/community-news case.,core_verified,yes,data/verification/nevada_verification_v1.csv,2
NV011,PHLV Radio,Nevada,Las Vegas,https://phlvradio.com/,likely_yes,mixed_news_entertainment,yes,Filipino-American radio/digital media outlet,recognized as trusted voice for Las Vegas Filipino community; current brand/activity referenced by Philippine Times,verified_include_mixed_format,https://ptsnv.com/category/top-stories/,Retain as mixed-format Filipino community media; deeper pass should code news/public-affairs share.,core_verified,yes,data/verification/nevada_verification_v1.csv,12
NV007,The Las Vegas Times / Korean Las Vegas Times,Nevada,Las Vegas,https://www.koreanlasvegastimes.com/,yes_via_issue_archive,yes,yes,Korean-language biweekly newspaper,"current 2026 issues identify Las Vegas office/contact, publisher and biweekly publication schedule",verified_include_with_secondary_evidence,https://anyflip.com/njqei/sfai/basic/,Strong Korean diaspora case; direct website may need technical verification.,core_verified,yes,data/verification/nevada_verification_v1.csv,8
NV009,VietLasVegas.com,Nevada,Las Vegas,https://vietlasvegas.com/,yes,mixed_news_information,yes,Vietnamese-language community information/news site,active 2026 archive and Vietnamese Las Vegas news/events/announcements,verified_include_mixed_format,https://vietlasvegas.com/archive/,Eligible as community information/news platform; deeper pass should assess original reporting share.,core_verified,yes,data/verification/nevada_verification_v1.csv,10
NC005,Alianza NC,North Carolina,Chapel Hill,https://www.alianzanc.com/,yes,yes,yes,student-led bilingual newspaper,founded 2025; monthly academic-year issues; editors listed; explicit migrant Latiné mission,verified_include,https://www.alianzanc.com/about/acercade,Eligible despite small/student-led structure; analytically valuable emerging-newsroom case.,core_verified,yes,data/verification/north_carolina_verification_v1.csv,6
NC007,Asian Herald,North Carolina,Charlotte,,historical_or_unclear_current,historically_yes,yes,multilingual Asian community newspaper,City of Charlotte documents Korean/Vietnamese/Chinese/English publication history and large regional reach,pending_verification,https://www.charlottenc.gov/City-News/The-Influential-People-Behind-Charlotte%E2%80%99s-Asian-Herald-Library,Historically important; current publication activity was not firmly established in this pass.,pending_verification,no,data/verification/north_carolina_verification_v1.csv,8
NC006,El Faro (Beacon Media NC),North Carolina,Statewide,https://www.beaconmedianc.org/el-faro/,yes,yes,yes,Spanish-language hosted public-affairs/news program within Beacon Media,named hosts/producers; immigration and state-politics episodes; partnerships with journalists/community organizations,verified_include_hosted_program,https://www.beaconmedianc.org/el-faro/,Include as a hosted program and link to Beacon Media as parent/intermediary.,core_verified,yes,data/verification/north_carolina_verification_v1.csv,7
