outlet_id,outlet_name,state,city_or_scope,website,website_active,sustained_journalism,immigrant_or_diaspora_serving,institutional_form,public_institutional_signals,eligibility_status,primary_evidence_url,verification_notes,analysis_tier,core_inclusion,source_file,source_row_number
IN004,Macedonian Tribune,Indiana,Fort Wayne,https://macedonian.org/tribune-online/,likely_yes,yes,yes,diaspora newspaper published by Macedonian Patriotic Organization,founded 1927 by Macedono-Bulgarian immigrants and continues as MPO publication,verified_include_with_secondary_evidence,https://macedonian.org/tribune-online/,Important long-duration diaspora press case; verify 2026 publication cadence directly in deeper pass.,core_verified,yes,data/verification/indiana_verification_v1.csv,5
IN003,Telemundo Indy,Indiana,Indianapolis / statewide,https://telemundoindy.com/,yes,yes,yes,Spanish-language local television/digital newsroom,active Aug-Sept. 2026 local newscasts and immigration reporting,verified_include,https://telemundoindy.com/,Strong network/local newsroom case.,core_verified,yes,data/verification/indiana_verification_v1.csv,4
KY001,Al Día en América,Kentucky,Louisville / Kentuckiana,https://www.aldiaenamerica.com/,yes,yes,yes,Spanish-language local newspaper/digital outlet,founded 2004; active Aug. 2026; explicit mission as voice and information space for Louisville/Kentuckiana Hispanic community,verified_include,https://www.aldiaenamerica.com/2026/08/30/22-anos-de-al-dia-en-america/,Excellent long-running Spanish-language community newsroom.,core_verified,yes,data/verification/kentucky_verification_v1.csv,2
KY002,El Kentubano,Kentucky,Louisville / Lexington,https://www.elkentubano.com/,yes,yes_mixed_magazine_news,yes,Cuban/Hispanic community publication with print/digital/radio elements,active Sept. 2026 edition; nearly 17 years and 200+ editions; explicit mission to serve Louisville and Lexington Hispanic community,verified_include_mixed_format,https://www.elkentubano.com/edicion-digital/,Strong Cuban diaspora/Hispanic community-media case.,core_verified,yes,data/verification/kentucky_verification_v1.csv,3
LA001,Jambalaya News,Louisiana,Metairie / Greater New Orleans,https://www.jambalayanews.com/,yes,yes,yes,immigrant-founded Spanish-language multimedia news organization,"founded 2004 by Honduran immigrant journalist Brenda Murphy; 17,000 monthly print copies reported in 2026; local-focus newsroom plus radio/livestream/digital; staff spans U.S. and Central America",verified_include_core,https://www.fox8live.com/2026/07/08/historian-uncovers-new-orleans-longtime-spanish-newspaper-history/,Strong core Phase 1A case; sustained current journalism and explicit immigrant-community orientation.,core_verified,yes,data/verification/louisiana_verification_v1.csv,2
LA005,New Orleans Mới,Louisiana,New Orleans / Vietnamese diaspora,https://www.vietneworleans.com/,yes,yes,yes,Vietnamese-language nonprofit digital community news site,site states it covers New Orleans U.S. Vietnam world affairs economy culture and Vietnamese community activity and operates as a nonprofit community service,verified_include_core,https://www.vietneworleans.com/,Strong Vietnamese-language diaspora case; organizational details beyond self-description remain thin.,core_verified,yes,data/verification/louisiana_verification_v1.csv,6
LA002,Telemundo 42 New Orleans,Louisiana,Metairie / Southeast Louisiana,https://telemundoneworleans.com/,yes,yes,yes,Spanish-language local television newsroom,mission states trusted voice of Hispanic community across Southeast Louisiana; produces local/international news weather cultural programming and immigration/public-policy coverage,verified_include_core,https://telemundoneworleans.com/nosotros/,Large network-affiliated local newsroom; preserve as institutional contrast.,core_verified,yes,data/verification/louisiana_verification_v1.csv,3
LA003,Tropical 105.7 FM / KGLA,Louisiana,New Orleans / Southeast Louisiana,https://tropical1057.us/,yes,yes,yes,Spanish-language commercial radio station,weekday schedule includes local New Orleans news national news sports and talk/public-affairs programs; station serves Hispanic communities of southeast Louisiana,verified_include_core,https://tropical1057.us/,Radio case with sustained scheduled journalism; ownership linked to Crocodile Broadcasting.,core_verified,yes,data/verification/louisiana_verification_v1.csv,4
LA004,VIVA NOLA Magazine,Louisiana,Metairie / Greater New Orleans,https://vivanolamag.com/,yes,yes_mixed,yes,bilingual Latino/Hispanic print and digital publication,self-described print/digital bilingual publication; Latino/Hispanic perspective; active 2026 news/community coverage; independently documented as bi-monthly print outlet,verified_include_core,https://vivanolamag.com/about-me/,Journalism is mixed with lifestyle/culture and promotional content but sustained community reporting is visible.,core_verified,yes,data/verification/louisiana_verification_v1.csv,5
ME001,Amjambo Africa,Maine,Portland / Lewiston / statewide,https://www.amjamboafrica.com/,yes,yes,yes,nonprofit multilingual immigrant-serving newsroom; program of Ladder to the Moon Network,active Sept. 2026; explicit mission to serve Maine immigrants and host communities; editorial independence policy; multilingual content including Swahili,verified_include,https://www.amjamboafrica.com/about-us/,Excellent core case with unusually rich institutional transparency.,core_verified,yes,data/verification/maine_verification_v1.csv,2
ME002,Maine Public News Connect,Maine,Statewide,https://www.mainepublic.org/about-maine-public-news-connect,yes,yes_translated_news,yes_language_service,multilingual news initiative within Maine Public,weekly translated stories/newsletters designed with immigrant-rights and Congolese/Angolan community partners,verified_include_hosted_language_product,https://www.mainepublic.org/about-maine-public-news-connect,Strong hosted language-access journalism model.,core_verified,yes,data/verification/maine_verification_v1.csv,3
ME004,Maine Public News Connect - French,Maine,Statewide,https://contact.mainepublic.org/page/66230/subscribe/1?locale=en-US,yes,yes_translated_news,yes,French-language product within Maine Public News Connect,current subscription page offers weekly French news bulletins,verified_include_hosted_program,https://contact.mainepublic.org/page/66230/subscribe/1?locale=en-US,Product-level case; link to ME002.,core_verified,yes,data/verification/maine_verification_v1.csv,5
ME005,Maine Public News Connect - Portuguese,Maine,Statewide,https://contact.mainepublic.org/page/66230/subscribe/1?locale=en-US,yes,yes_translated_news,yes,Portuguese-language product within Maine Public News Connect,current subscription page offers weekly Portuguese news,verified_include_hosted_program,https://contact.mainepublic.org/page/66230/subscribe/1?locale=en-US,Product-level case; link to ME002.,core_verified,yes,data/verification/maine_verification_v1.csv,6
ME003,Maine Public News Connect - Somali,Maine,Statewide,https://contact.mainepublic.org/page/66230/subscribe/1?locale=en-US,yes,yes_translated_news,yes,Somali-language product within Maine Public News Connect,current subscription page offers weekly Somali newscasts/newsletters,verified_include_hosted_program,https://contact.mainepublic.org/page/66230/subscribe/1?locale=en-US,Product-level case; link to ME002.,core_verified,yes,data/verification/maine_verification_v1.csv,4
ME006,Maine Public News Connect - Spanish,Maine,Statewide,https://contact.mainepublic.org/page/66230/subscribe/1?locale=en-US,yes,yes_translated_news,yes,Spanish-language product within Maine Public News Connect,current subscription page offers weekly Spanish news,verified_include_hosted_program,https://contact.mainepublic.org/page/66230/subscribe/1?locale=en-US,Product-level case; link to ME002.,core_verified,yes,data/verification/maine_verification_v1.csv,7
MA006,Boston Orange,Massachusetts,Greater Boston,https://www.bostonorange.com/,yes,yes_mixed_blog_news,yes,Chinese-language community reporting publication/blog,active Sept. 2026 original reporting from Massachusetts Chinese-American community events and institutions,verified_include_mixed_format,https://www.bostonorange.com/2026/09/gbcca70.html?m=0,Useful community-reporting case; deeper pass should document ownership and publication cadence.,core_verified,yes,data/verification/massachusetts_verification_v1.csv,7
MA003,Brazilian Times,Massachusetts,Somerville / New England,https://www.braziliantimes.com/,yes,yes,yes,Brazilian Portuguese print/digital/radio media organization,founded 1988; Somerville headquarters; twice-weekly New England print plus digital/radio; explicit Brazilian diaspora mission,verified_include,https://www.braziliantimes.com/quem-somos,Excellent Brazilian diaspora newsroom.,core_verified,yes,data/verification/massachusetts_verification_v1.csv,4
MA002,El Mundo Boston,Massachusetts,Boston / statewide,https://elmundoboston.com/,yes,yes,yes,long-running Spanish-language print/digital newspaper,active Sept. 2026 weekly print editions and local/community reporting; operating since 1972,verified_include,https://elmundoboston.com/digital-edition/,Excellent longstanding Latino press case.,core_verified,yes,data/verification/massachusetts_verification_v1.csv,3
MA001,El Planeta,Massachusetts,Greater Boston / statewide,https://elplaneta.com/,yes,yes,yes,Latino/family-owned Spanish-language local newsroom within Tiempo Company,20+ years; local focus on immigration education business and Latino empowerment; current digital/print reach statewide,verified_include,https://elplaneta.com/about-us-en/,Excellent core Latino newsroom.,core_verified,yes,data/verification/massachusetts_verification_v1.csv,2
MA005,Khmer Post USA,Massachusetts,Lowell / Cambodian diaspora,https://khmerpostusa.com/,yes,yes,yes,Cambodian-American digital news/community outlet,active Sept. 2026 reporting on Lowell Cambodian community; UMass Lowell identifies Khmer Post USA as archive/community partner,verified_include,https://khmerpostusa.com/lowell-has-the-second-largest-cambodian-community-in-the-united-states-and-almost-nobody-who-built-it-chose-lowell-on-purpose/,Strong refugee/diaspora community case.,core_verified,yes,data/verification/massachusetts_verification_v1.csv,6
MA004,Sampan,Massachusetts,Greater Boston,https://www.sampan.org/,yes,yes,yes,nonprofit bilingual Chinese-English biweekly newspaper published by Asian American Civic Association,only bilingual Chinese-English newspaper in New England; covers immigration civil rights housing education and Asian-American community issues,verified_include_hosted_program,https://www.sampan.org/about-4,Strong nonprofit/community-hosted immigrant journalism case.,core_verified,yes,data/verification/massachusetts_verification_v1.csv,5
MA007,The Boston Korea,Massachusetts,Allston / Greater Boston,,yes_via_state_registry,yes_likely,yes,Korean-language news organization,listed as registered news organization by Massachusetts Supreme Judicial Court with Allston location,verified_include_with_directory_evidence,https://www.mass.gov/info-details/registered-news-media-under-sjc-rule-119,Strong lead; direct current website and newsroom structure should be added later.,core_verified,yes,data/verification/massachusetts_verification_v1.csv,8
MI006,Bangla Shangbad,Michigan,Metro Detroit,,current_network_listing,yes,yes,Bangladeshi community newspaper,"New Michigan Media identifies publisher Iqbal Hussein, circulation 7,000 and readership over 20,000; listed as current 2026 partner",verified_include_with_directory_evidence,https://newmichiganmedia.com/about/,Include provisionally; locate direct current site and staff/contact details in deeper pass.,core_verified,yes,data/verification/michigan_verification_v1.csv,7
MI007,Chaldean News,Michigan,Metro Detroit,https://www.chaldeannews.com/,yes,yes,yes,English-language monthly/digital Chaldean community news publication owned by Chaldean Community Foundation,current Sept. 2026 issue; publication of record since 2004; community foundation ownership; staff reporting; Michigan/Iraq diaspora coverage,verified_include,https://www.chaldeannews.com/support,Excellent Iraqi-Chaldean diaspora case; host organization is publicly visible.,core_verified,yes,data/verification/michigan_verification_v1.csv,8
MI003,EL CENTRAL Hispanic News,Michigan,Detroit / Southeast Michigan,https://elcentralmedia.com/,yes,yes,yes,bilingual English-Spanish weekly/digital newsroom,current 2026 local reporting; newsroom team; stated mission to inform Metro Detroit Hispanic/Latino communities; weekly audio briefing,verified_include,https://elcentralmedia.com/about/,Strong core Latino community newsroom with substantial institutional transparency.,core_verified,yes,data/verification/michigan_verification_v1.csv,4
MI004,Latino Press / Latino Detroit,Michigan,Detroit / Southeast Michigan,https://latinodetroit.com/,yes,yes,yes,Spanish-language weekly newspaper/digital publisher,30 years of operation; weekly newspaper/news bulletin; Detroit base; explicit Hispanic-community information mission,verified_include,https://latinodetroit.com/about-latino-detroit/,Strong commercial/community Latino media case.,core_verified,yes,data/verification/michigan_verification_v1.csv,5
MI001,The Arab American News,Michigan,Dearborn / Metro Detroit,https://arabamericannews.com/,yes,yes,yes,bilingual Arabic-English weekly newspaper,founded 1984; weekly; Dearborn headquarters; English/Arabic; current 2026 reporting; explicit Arab American audience,verified_include,https://arabamericannews.com/,Strong core diaspora/immigrant-serving outlet and one of Michigan's major ethnic news institutions.,core_verified,yes,data/verification/michigan_verification_v1.csv,2
MI008,The Polish Weekly / Tygodnik Polski,Michigan,Orchard Lake / Metro Detroit,https://polishweekly.com/,yes,yes,yes,bilingual Polish-English digital publication within Polish Media Center,current 2026 publication; continuous tradition from Detroit Polish press; editor/staff identified; Polish Institute host,verified_include_hosted_program,https://polishweekly.com/about-us/,Strong Polish diaspora case; code Polish Media Center/Polish Institute as host infrastructure.,core_verified,yes,data/verification/michigan_verification_v1.csv,9
MI002,The Yemeni American,Michigan,Dearborn / Metro Detroit,https://yemeniamerican.com/en/,yes,yes,yes,Yemeni American bilingual newspaper/digital outlet,current 2026 local/community reporting; Dearborn/Hamtramck coverage; Yemeni American focus; English/Arabic publication history,verified_include,https://yemeniamerican.com/en/,Excellent core case with highly specific immigrant/diaspora public.,core_verified,yes,data/verification/michigan_verification_v1.csv,3
MN021,3HMONGTV / Hmong Broadcasting Company,Minnesota,Twin Cities,https://hbctv.net/,yes,yes,yes,community television/digital media network,history; mission; community journalism; active news output,verified_include,,Active Hmong media network with current news and community journalism.,core_verified,yes,data/verification/minnesota_verification_batch1.csv,10
MN019,Hmong Radio Broadcast,Minnesota,Twin Cities,https://www.hmongradiobroadcast.com/,yes,yes,yes,commercial radio station,woman-owned; commercial; news/community education mission,verified_include,,Explicit Hmong community news and education mission; serves Twin Cities and western Wisconsin.,core_verified,yes,data/verification/minnesota_verification_batch1.csv,9
MN003,Hmong Times,Minnesota,St. Paul,https://hmongtimes.com/,yes,yes,yes,community newspaper,active site; Hmong community news,verified_include,,Active Hmong American newspaper; institutional structure needs deeper coding.,core_verified,yes,data/verification/minnesota_verification_batch1.csv,4
MN006,KALY Somali American Radio,Minnesota,Minneapolis,https://kalyradio.org/,yes,yes,yes,community radio program hosted by Somali American Community,mission; host organization; underwriting sponsors,verified_include,,Somali-language radio explicitly serving Somali and East African immigrants.,core_verified,yes,data/verification/minnesota_verification_batch1.csv,6
MN004,Korean Quarterly,Minnesota,St. Paul,https://www.koreanquarterly.org/,yes,yes,yes,501(c)(3) nonprofit publication,staff; nonprofit status; donations; advertising; subscriptions,verified_include,,Strong institutional visibility on staff page.,core_verified,yes,data/verification/minnesota_verification_batch1.csv,5
MN008,Mshale,Minnesota,Minneapolis,https://mshale.com/,yes,yes,yes,independent/community newspaper,publisher identity; current site; African immigrant orientation,verified_include,,Current site active; secondary reporting identifies it as Minnesota's longest-running newspaper serving African immigrants.,core_verified,yes,data/verification/minnesota_verification_batch1.csv,7
MN001,Sahan Journal,Minnesota,St. Paul,https://sahanjournal.com/,yes,yes,yes,nonprofit newsroom,staff page; board; nonprofit status; funding/support visible,verified_include,,Verified current website; explicit mission serving Minnesota immigrants and communities of color.,core_verified,yes,data/verification/minnesota_verification_batch1.csv,2
MN002,Somali Media of Minnesota,Minnesota,Minneapolis,https://somalimediamn.com/,yes,yes,yes,nonprofit digital newsroom,mission; immigrant-serving orientation; multilingual/home-language focus,verified_include,,Founded in 2023; explicit nonprofit digital newsroom for Horn of Africa immigrants.,core_verified,yes,data/verification/minnesota_verification_batch1.csv,3
MN009,The Somali American,Minnesota,Minneapolis,https://thesomaliamerican.com/,yes,yes,yes,print/digital community publication,media kit; circulation; Somali community orientation,verified_include,,Current website active; media kit documents print/online publication serving Somali community.,core_verified,yes,data/verification/minnesota_verification_batch1.csv,8
MS003,Mississippi Today en Español,Mississippi,Statewide,https://mississippitoday.org/tag/en-espanol/,yes_selected_2026_translation,yes_selected_translation,yes_language_service,Spanish-language translated stories within statewide nonprofit newsroom,Mississippi Today maintains En Español archive and published 2026 Spanish translation of immigration-enforcement coverage,verified_include_hosted_language_product,https://mississippitoday.org/2026/07/13/detenciones-ice-interrumpen-vidas-oxford/,Hosted language-access product; parent newsroom is general-interest.,core_verified,yes,data/verification/mississippi_verification_v1.csv,4
MO001,Dos Mundos,Missouri,Kansas City metro,https://dosmundos.com/,yes,yes,yes,bilingual weekly newspaper within Reyes Media Group,founded 1981 to serve newly arrived Spanish speakers; 45 years of immigrant-serving journalism; Greater Kansas City reach,verified_include,https://dosmundos.com/dos-mundos-continues-founders-legacy-while-looking-to-the-future/,Excellent long-running immigrant-serving newsroom.,core_verified,yes,data/verification/missouri_verification_v1.csv,2
MO002,KC Hispanic News,Missouri,Kansas City metro,https://kchispanicnews.com/,yes,yes,yes,family-run bilingual weekly newspaper,active Sept. 2026 weekly publication; 30 years of Hispanic community reporting; Kansas City Missouri base,verified_include,https://kchispanicnews.com/,Strong current Latino community newsroom.,core_verified,yes,data/verification/missouri_verification_v1.csv,3
MO003,Red Latina STL,Missouri,St. Louis / regional,https://www.redlatinastl.com/,yes,yes_mixed_magazine_news,yes,bilingual Latino digital/news-magazine platform,25-year St. Louis Latino media organization; active 2026 daily/biweekly reporting on immigration education public affairs and community life,verified_include_mixed_format,https://www.redlatinastl.com/post/red-latina-inicia-2026-con-nueva-edici%C3%B3n-y-una-plataforma-renovada,Strong St. Louis Latino media case.,core_verified,yes,data/verification/missouri_verification_v1.csv,4
MO004,St. Louis Chinese American News,Missouri,St. Louis metro,https://web.scanews.com/,yes,yes,yes,weekly bilingual Chinese-American newspaper,founded 1990; 6000 weekly copies; broad St. Louis metro distribution; explicit Chinese/Asian community mission,verified_include,https://web.scanews.com/about-us/,Excellent Chinese diaspora/community case.,core_verified,yes,data/verification/missouri_verification_v1.csv,5
NE001,El Perico,Nebraska,Omaha,https://el-perico.com/,yes,yes,yes,bilingual community newspaper/digital platform within Pioneer Publishing,"founded 1999; first-generation immigrants are largest readership segment; local immigration, health, education, politics and community reporting",verified_include,https://el-perico.com/about-us/,Excellent core immigrant-serving newsroom.,core_verified,yes,data/verification/nebraska_verification_v1.csv,2
NE003,Hola Nebraska,Nebraska,Statewide / Omaha,https://holanebraska.org/,yes,yes,yes,fully bilingual digital news platform,"active 2026 Nebraska news; explicitly dedicated to Latino voices, stories and contributions statewide",verified_include,https://holanebraska.org/,Strong current bilingual case.,core_verified,yes,data/verification/nebraska_verification_v1.csv,4
NE006,KZUM en Español,Nebraska,Lincoln,https://kzum.org/news/,yes,yes_hosted_multilingual,yes,Spanish-language hosted public-radio/news partnership,KZUM explicitly partners with programmers and Mundo Latino so Spanish-speaking communities can stay informed,verified_include_hosted_program,https://kzum.org/news/,Strong hosted/community-radio case.,core_verified,yes,data/verification/nebraska_verification_v1.csv,7
NE002,Mundo Latino Network,Nebraska,Omaha / statewide,https://mundolatinonetwork.com/,yes,yes_mixed_news_information,yes,immigrant-founded Spanish-language community media outlet,founded in 1999 by Mexican immigrant communications professional; explicit mission to provide locally relevant information beyond translated news,verified_include,https://mundolatinonetwork.com/2026/09/07/letter-from-the-editor-27-years-of-mundo-latino/,Strong immigrant-founded institutional case.,core_verified,yes,data/verification/nebraska_verification_v1.csv,3
NE004,Telemundo Nebraska,Nebraska,Statewide,https://www.floodcomm.com/telemundo-radio-lobo/,yes,yes,yes,Spanish-language local television newsroom within Flood Communications,state's first network affiliate delivering local Spanish news; weekday 5PM and 10PM local newscasts; statewide/multimarket reach,verified_include,https://www.floodcomm.com/telemundo-radio-lobo/,Strong network-affiliated comparison case.,core_verified,yes,data/verification/nebraska_verification_v1.csv,5
NV002,El Nuevo Mundo,Nevada,Las Vegas / Southern Nevada,https://elnuevomundo.lv/,yes,yes,yes,Spanish-language newspaper/digital outlet,active Sept. 2026 print/digital issues; local reporting; explicit tagline serving Hispanics in Southern Nevada,verified_include,https://elnuevomundo.lv/,Strong current Spanish-language community newsroom.,core_verified,yes,data/verification/nevada_verification_v1.csv,3
NV003,Entérate Vegas,Nevada,Las Vegas,https://enteratevegas.com/,yes,yes,yes,Spanish-language digital local-news outlet,current local Spanish reporting; explicitly positions itself as filling Las Vegas Spanish-news gap after El Tiempo and El Mundo print closures,verified_include,https://enteratevegas.com/advertise/,Strong emerging digital Spanish-language case.,core_verified,yes,data/verification/nevada_verification_v1.csv,4
NV008,K-LasVegas / Las Vegas Korean Magazine,Nevada,Las Vegas,https://www.k-lasvegas.org/,yes,mixed_magazine_journalism,yes,Korean-American monthly magazine run by nonprofit media foundation,"current Sept. 2026 issue; nonprofit Korean media foundation; community profiles, columns and local information",verified_include_mixed_format,https://www.k-lasvegas.org/,Useful institutional contrast with Korean newspapers; code journalism share separately.,core_verified,yes,data/verification/nevada_verification_v1.csv,9
NV005,Las Vegas Chinese Daily News,Nevada,Las Vegas / Southern Nevada,https://lasvegaschinesedailynews.com/en/,yes,yes,yes,Chinese community newspaper/digital outlet,current Sept. 2026 site; describes itself as leading Chinese community newspaper in Las Vegas; dedicated reporters and local distribution,verified_include,https://lasvegaschinesedailynews.com/en/,Strong Chinese diaspora/local-news case.,core_verified,yes,data/verification/nevada_verification_v1.csv,6
NV006,Las Vegas Korean News,Nevada,Las Vegas,,yes_via_current_issue_archive,yes,yes,Korean-language community newspaper,"issue 1569 dated Sept. 14-27, 2026; extensive current print/digital publication",verified_include_with_secondary_evidence,https://fliphtml5.com/cztqq/1569-BcKB/9/,Strong current Korean-community newspaper; direct primary website/ownership should be added later.,core_verified,yes,data/verification/nevada_verification_v1.csv,7
NV004,Noticiero Móvil,Nevada,Reno / Northern Nevada,https://noticieromovil.com/,yes,yes,yes,bilingual Spanish-English multimedia newsroom,current Sept. 2026 reporting; explicit mission to provide accessible relevant coverage with Northern Nevada Latino community,verified_include,https://noticieromovil.com/,Excellent Northern Nevada Latino newsroom.,core_verified,yes,data/verification/nevada_verification_v1.csv,5
NV001,Philippine Times of Southern Nevada,Nevada,Las Vegas / Southern Nevada,https://ptsnv.com/,yes,yes,yes,bilingual English-Tagalog Filipino-American newspaper/digital outlet,current Sept. 2026 issues; biweekly publication; local team; Filipino-American audience; print/digital subscriptions,verified_include,https://ptsnv.com/subscribe/,Excellent Filipino diaspora/community-news case.,core_verified,yes,data/verification/nevada_verification_v1.csv,2
NV011,PHLV Radio,Nevada,Las Vegas,https://phlvradio.com/,likely_yes,mixed_news_entertainment,yes,Filipino-American radio/digital media outlet,recognized as trusted voice for Las Vegas Filipino community; current brand/activity referenced by Philippine Times,verified_include_mixed_format,https://ptsnv.com/category/top-stories/,Retain as mixed-format Filipino community media; deeper pass should code news/public-affairs share.,core_verified,yes,data/verification/nevada_verification_v1.csv,12
NV007,The Las Vegas Times / Korean Las Vegas Times,Nevada,Las Vegas,https://www.koreanlasvegastimes.com/,yes_via_issue_archive,yes,yes,Korean-language biweekly newspaper,"current 2026 issues identify Las Vegas office/contact, publisher and biweekly publication schedule",verified_include_with_secondary_evidence,https://anyflip.com/njqei/sfai/basic/,Strong Korean diaspora case; direct website may need technical verification.,core_verified,yes,data/verification/nevada_verification_v1.csv,8
NV009,VietLasVegas.com,Nevada,Las Vegas,https://vietlasvegas.com/,yes,mixed_news_information,yes,Vietnamese-language community information/news site,active 2026 archive and Vietnamese Las Vegas news/events/announcements,verified_include_mixed_format,https://vietlasvegas.com/archive/,Eligible as community information/news platform; deeper pass should assess original reporting share.,core_verified,yes,data/verification/nevada_verification_v1.csv,10
NC005,Alianza NC,North Carolina,Chapel Hill,https://www.alianzanc.com/,yes,yes,yes,student-led bilingual newspaper,founded 2025; monthly academic-year issues; editors listed; explicit migrant Latiné mission,verified_include,https://www.alianzanc.com/about/acercade,Eligible despite small/student-led structure; analytically valuable emerging-newsroom case.,core_verified,yes,data/verification/north_carolina_verification_v1.csv,6
NC006,El Faro (Beacon Media NC),North Carolina,Statewide,https://www.beaconmedianc.org/el-faro/,yes,yes,yes,Spanish-language hosted public-affairs/news program within Beacon Media,named hosts/producers; immigration and state-politics episodes; partnerships with journalists/community organizations,verified_include_hosted_program,https://www.beaconmedianc.org/el-faro/,Include as a hosted program and link to Beacon Media as parent/intermediary.,core_verified,yes,data/verification/north_carolina_verification_v1.csv,7
NC001,Enlace Latino NC,North Carolina,Statewide / Raleigh,https://enlacelatinonc.org/,yes,yes,yes,independent nonprofit Spanish-language digital newsroom,founded 2018; immigrant-journalist leadership; statewide public-service reporting; staff/policies/donor structure visible,verified_include,https://enlacelatinonc.org/about-us/,Excellent core case; explicit mission to serve North Carolina's Latino immigrant community.,core_verified,yes,data/verification/north_carolina_verification_v1.csv,2
NC004,Hola Carolina,North Carolina,Asheville / Western North Carolina,https://holacarolina.org/,yes,yes,yes,impact-driven nonprofit Latino/community media organization,current news site; immigrant-community mission; Spanish-language radio partnership; nonprofit identity,verified_include,https://holacarolina.org/,Strong Western North Carolina immigrant-serving case.,core_verified,yes,data/verification/north_carolina_verification_v1.csv,5
NC012,Hola News,North Carolina,Charlotte / Carolinas,https://holanews.com/,yes,yes,yes,Spanish-language digital news outlet,active 2026 Charlotte/Carolinas coverage; immigration and local community reporting,verified_include,https://holanews.com/,"Strong current outlet; verify ownership and relationship, if any, to other regional Spanish-media groups in deeper pass.",core_verified,yes,data/verification/north_carolina_verification_v1.csv,13
NC011,La Conexión USA,North Carolina,Raleigh / statewide,https://laconexionusa.com/,yes,yes,yes,Spanish-language digital/community news outlet,"active 2026 local North Carolina news; immigration, politics, education and community sections",verified_include,https://laconexionusa.com/,Strong current Spanish-language local-news candidate; ownership/staff need deeper coding.,core_verified,yes,data/verification/north_carolina_verification_v1.csv,12
NC002,La Noticia,North Carolina,Charlotte / statewide,https://lanoticia.com/,yes,yes,yes,Spanish-language newspaper and digital newsroom,"28-year publication history; Charlotte/Raleigh/Asheville editions; immigration, government and community reporting; immigrant readership",verified_include,https://www.reportforamerica.org/newsrooms/la-noticia/,Strong statewide immigrant-serving newsroom.,core_verified,yes,data/verification/north_carolina_verification_v1.csv,3
NC003,Qué Pasa / Acción Hispana,North Carolina,Statewide,https://accionhispana.org/,yes,yes,yes,Spanish-language weekly newspaper and digital platform run by Acción Hispana,founded 1994; three weekly print editions; first-generation immigrant staff; daily digital content; grants/partnerships visible,verified_include,https://accionhispana.org/about-us/,Very strong core case; institutional infrastructure is unusually well documented.,core_verified,yes,data/verification/north_carolina_verification_v1.csv,4
OH006,El Sol de Ohio,Ohio,Columbus,https://www.elsoldeohio.com/,yes,yes,yes,Spanish-language community newspaper/digital outlet,established 2010; active 2026 Columbus and Latino-community reporting,verified_include,https://www.elsoldeohio.com/,Strong current Columbus Latino outlet.,core_verified,yes,data/verification/ohio_verification_v1.csv,7
OH005,La Prensa Newspaper,Ohio,Toledo / NW Ohio,https://laprensanewspaper.com/,yes,yes,yes,bilingual Latino newspaper/digital outlet,current 2026 publication; Toledo office; Ohio/Michigan coverage; Latino community focus,verified_include,https://laprensanewspaper.com/,Strong regional Latino newsroom.,core_verified,yes,data/verification/ohio_verification_v1.csv,6
OH004,Ohio in Arabic,Ohio,Statewide / Columbus,https://ohioinarabic.com/,yes,yes,yes,nonprofit Arabic-language media and service organization,founded as independent Arabic newspaper in 2019; nonprofit foundation since 2022; immigrant family founders; explicit newcomer information mission,verified_include,https://ohioinarabic.com/about-us,Excellent Arabic immigrant-serving media case.,core_verified,yes,data/verification/ohio_verification_v1.csv,5
OH009,Onumba / Fawol Africa Media,Ohio,Columbus,https://onumba.com/,yes,yes,yes,Nigerian/African diaspora online news and commentary outlet,founded 2003; Columbus address; Nigerian immigrant editor; current 2026 reporting/commentary; explicit African diaspora mission,verified_include,https://onumba.com/about-onumba/,Strong African diaspora case with clear local Ohio base and transnational scope.,core_verified,yes,data/verification/ohio_verification_v1.csv,10
OH007,Vocero Latino,Ohio,Cleveland,https://vocerolatino.com/,yes,yes,yes,Spanish-language newspaper/digital outlet,serving Cleveland Hispanic community since 1998; current 2026 posts; community-news mission,verified_include,https://vocerolatino.com/,Strong current Cleveland Latino outlet.,core_verified,yes,data/verification/ohio_verification_v1.csv,8
OK002,El Latino American,Oklahoma,Oklahoma City / statewide,https://ellatinoamerican.com/,yes,yes,yes,bilingual Spanish-English newspaper and digital outlet,active September 2026 local Oklahoma reporting plus digital newspaper archive; states service to Spanish-speaking population since 1994,verified_include,https://www.ellatinoamerican.com/,Clear active core outlet.,core_verified,yes,data/verification/oklahoma_verification_v1.csv,3
OK001,El Nacional de Oklahoma,Oklahoma,Oklahoma City / statewide,https://elnacionaldeoklahoma.com/,yes,yes,yes,Spanish-language commercial newspaper/digital newsroom,current 2026 Oklahoma news coverage including immigrant-community policing and Mexican community events; longstanding Hispanic-owned outlet,verified_include,https://elnacionaldeoklahoma.com/oklahoma-news/,Clear active core outlet.,core_verified,yes,data/verification/oklahoma_verification_v1.csv,2
OR004,Afisha Magazine,Oregon,Portland / Oregon & SW Washington,https://thegreatmediagroup.com/,yes,yes,yes,Russian/Ukrainian-language magazine within multicultural media group,host company; 30+ year publication history; news/cultural content; immigrant audience,verified_include,https://thegreatmediagroup.com/,"Eligible, though journalism/news share should be coded later because magazine also carries cultural/lifestyle content.",core_verified,yes,data/verification/oregon_verification_v1.csv,5
