outlet_id,outlet_name,jurisdiction,field,proposed_value,reason,source_value,institutional_form,eligibility_status,verification_notes
NM008,Santa Fe New Mexican Spanish-language product,New Mexico,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,"partly | mainstream local newsroom with statutory Spanish legal-notice role | active 2026 newsroom; statute recognizes paper for Spanish legal notices, but sustained immigrant-serving Spanish journalism not demonstrated",mainstream local newsroom with statutory Spanish legal-notice role,comparison_or_exclude_core,Do not count as immigrant-serving core on legal-notice status alone.
NM001,Telemundo Nuevo México,New Mexico,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,yes | Spanish-language local television newsroom | 2025 statewide ecosystem study identifies Telemundo TV as one of only four outlets providing local news in Spanish,Spanish-language local television newsroom,verified_include_with_ecosystem_evidence,Strong Spanish local-news case; add station call sign/ownership/direct site in deeper pass.
NM002,Univision Nuevo México,New Mexico,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,yes | Spanish-language local television newsroom | 2025 statewide ecosystem study identifies Univision TV among only four local Spanish-news outlets,Spanish-language local television newsroom,verified_include_with_ecosystem_evidence,Strong local Spanish-news case; direct local station metadata should be added later.
NY003,Africa in Harlem,New York,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,yes | multilingual African immigrant/diaspora community news site | founder; explicit African immigrant/African Diaspora mission; Harlem focus,multilingual African immigrant/diaspora community news site,verified_include,Very strong core case.
NY010,Akhon Samoy,New York,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,yes | Bangladeshi/Bengali community weekly | widely listed as New York Bangla community newspaper; direct institutional page not verified,Bangladeshi/Bengali community weekly,pending_deeper_verification,"Retain; verify active site, ownership and cadence."
NY031,AKTINA FM / AKTINA TV,New York,community_orientation,unclear,community orientation not explicit enough for deterministic coding,yes | Greek/Cypriot nonprofit broadcast programming | Greek/Cypriot community mission; radio/TV programming,Greek/Cypriot nonprofit broadcast programming,pending_deeper_verification,Retain; verify current 2026 schedule and journalism/public-affairs share.
NY025,Alhawadeth for Arab Americans,New York,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,yes | Arabic-English Arab-American newspaper/site | Arab-American community-media identity; current publication cadence not firmly verified,Arabic-English Arab-American newspaper/site,pending_verification,Keep candidate; obtain current 2026 activity before inclusion.
NY011,Bangla Patrika,New York,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,yes | Bangladeshi community newspaper | Bangla diaspora publication identity clear; direct current institutional evidence incomplete,Bangladeshi community newspaper,pending_deeper_verification,Retain candidate pending direct 2026 verification.
NY012,Bangladesh Pratidin USA,New York,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,yes | Bengali-language diaspora edition | U.S./New York Bangla edition identity; current institutional structure not fully verified,Bengali-language diaspora edition,pending_deeper_verification,Retain candidate; verify local edition and staff.
NY041,Black Star News,New York,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,partly | Black/African diaspora-oriented news outlet | African and Black diaspora coverage; broader Black politics/news mission,Black/African diaspora-oriented news outlet,boundary_comparison,Potential African-diaspora comparison; not clearly immigrant-serving as primary mission.
NY040,BronxNet community immigrant-language programming,New York,community_orientation,mixed_orientation,multiple or insufficiently specific community signals detected,yes_at_program_level | community access media host/platform | multilingual/community programming; Bronx nonprofit media infrastructure,community access media host/platform,classify_host_program_level,Important host infrastructure. Identify individual sustained immigrant-language journalism programs before counting outlets.
NY034,Caribbean American Weekly,New York,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,yes | Caribbean diaspora publication | known Caribbean-community title; current site/cadence not verified,Caribbean diaspora publication,pending_verification,Retain candidate pending current direct evidence.
NY033,Caribbean Life,New York,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,yes | Caribbean community newspaper/digital outlet | current Caribbean/NY local coverage; diaspora audience; network ownership visible,Caribbean community newspaper/digital outlet,verified_include,Strong Caribbean diaspora community case.
NY036,Caribbean People,New York,community_orientation,unclear,community orientation not explicit enough for deterministic coding,yes | Caribbean community media outlet | directory-level candidate only,Caribbean community media outlet,pending_verification,Retain candidate; verify exact outlet identity and current publication.
NY035,Caribbean Times,New York,community_orientation,mixed_orientation,multiple or insufficiently specific community signals detected,yes | Caribbean community newspaper | candidate identity exists in ethnic-media directories; current operation unclear,Caribbean community newspaper,pending_verification,Do not include until 2026 activity is confirmed.
NY016,Desi Talk New York,New York,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,yes | Indian-American weekly within Parikh Worldwide Media | explicit NY-NJ-CT edition; shared parent/staff; weekly publication,Indian-American weekly within Parikh Worldwide Media,move_to_new_jersey_or_multistate,Serve New York strongly but parent/corporate base is New Jersey. Preserve as NY-market outlet with NJ host.
NY045,Diario Las Américas New York presence candidate,New York,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,yes_latino | Spanish-language newspaper based in Florida | no distinct New York-based operation established,Spanish-language newspaper based in Florida,exclude_from_new_york,Do not count in New York state frame absent a distinct NY operation.
NY001,Documented,New York,community_orientation,mixed_orientation,multiple or insufficiently specific community signals detected,yes | independent nonprofit immigrant newsroom | nonprofit; team; board; supporters; ethics/editorial policies; multilingual reporting,independent nonprofit immigrant newsroom,verified_include,Excellent core case: explicitly reports with and for immigrant communities in NYC.
NY008,El Correo NY,New York,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,yes | Spanish-language local outlet | candidate appears conflated with Noticia Long Island in discovery,Spanish-language local outlet,hold_identity_resolution,Resolve whether this is a distinct outlet or duplicate/legacy name before inclusion.
NY005,El Diario / La Prensa,New York,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,yes | large commercial Spanish-language multimedia newsroom; ImpreMedia | editorial guidelines; newsroom; NY office; local/immigration mission; network affiliation,large commercial Spanish-language multimedia newsroom; ImpreMedia,verified_include,Strong networked commercial comparison; local and immigration information explicitly core.
NY004,Feet in 2 Worlds,New York,community_orientation,mixed_orientation,multiple or insufficiently specific community signals detected,yes | independent nonprofit immigrant-journalist news/training organization | mission; INN/LION membership; podcasts/digital stories; donor disclosure; editorial independence,independent nonprofit immigrant-journalist news/training organization,verified_include,Strong hybrid newsroom/training case centered on immigrant journalists and stories.
NY026,ForumDaily,New York,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,yes | Russian-language digital newsroom | Brooklyn legal address; journalists in multiple U.S. cities; Russian-speaking America mission; immigration and U.S. news,Russian-language digital newsroom,verified_include,Very strong Russian-speaking immigrant/diaspora case.
NY037,Forward,New York,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,partly | nonprofit Jewish news organization | nonprofit newsroom; Jewish community/diaspora coverage; English/Yiddish heritage,nonprofit Jewish news organization,boundary_comparison,"Not primarily immigrant-serving today; retain as diaspora/boundary comparison, not core frame."
NY032,French Morning,New York,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,yes | French-language digital news/media network | active U.S. Francophone news; New York origin/presence; multi-city reach,French-language digital news/media network,verified_include,Strong Francophone diaspora/expatriate case.
NY038,Jewish Telegraphic Agency,New York,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,partly | nonprofit Jewish global news service | sustained journalism; Jewish/diaspora focus; global network,nonprofit Jewish global news service,boundary_comparison,Important diaspora-media comparator but not clearly immigrant-serving under core inclusion rule.
NY020,K-Radio AM 1660,New York,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,yes | Korean-American radio station | Korean-language community broadcast identity; news/public-affairs share requires deeper check,Korean-American radio station,pending_deeper_verification,"Retain; verify current ownership, schedule and journalism share."
NY014,Khasokhas,New York,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,yes | Nepali community news portal/weekly | ownership; weekly frequency; Queens-centered immigrant audience; explicit U.S. Nepali community mission,Nepali community news portal/weekly,verified_include,Excellent core immigrant-media case.
NY018,Korea Daily New York,New York,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,yes | Korean-language community daily/edition | NY headquarters/address; explicit immigrant-life information mission; Korean-community advocacy,Korean-language community daily/edition,verified_include,Strong Korean immigrant-serving case.
NY019,Korea Times New York,New York,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,yes | Korean-language metropolitan daily/edition | established New York edition; Korean-community readership; direct local institutional detail limited,Korean-language metropolitan daily/edition,verified_include_with_secondary_evidence,Include with later deeper institutional coding.
NY028,Kurier Plus,New York,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,yes | Polish-language weekly newspaper | current 2026 weekly issues; New York/Polonia coverage,Polish-language weekly newspaper,verified_include,Strong active Polish diaspora case.
NY042,New York Amsterdam News,New York,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,unclear | historic Black community newspaper | active Harlem/Black community journalism,historic Black community newspaper,comparison_or_exclude_core,Keep outside core immigrant frame unless sustained immigrant/diaspora service is demonstrated.
NY015,News India Times,New York,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,yes | Indian-American weekly within Parikh Worldwide Media | editor/staff; weekly; national Indian-American audience; NY office; corporate HQ now New Jersey,Indian-American weekly within Parikh Worldwide Media,move_to_new_jersey_or_multistate,"Do not count as New York-based in strict state frame; parent corporate office is in New Jersey, though it serves NY and has a NY office."
NY044,Noticia Long Island,New York,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,yes | Spanish-language Long Island community newspaper/digital outlet | Latino local-news identity; Long Island community focus,Spanish-language Long Island community newspaper/digital outlet,pending_deeper_verification,Strong candidate; verify current ownership/cadence and resolve duplication with NY008.
NY029,Nowy Dziennik / Polish Weekly,New York,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,yes | Polish-language weekly serving New York metro | active Polish diaspora news; current publisher/headquarters reported in New Jersey,Polish-language weekly serving New York metro,move_to_new_jersey_or_multistate,Do not count as strictly New York-based if state coding follows current institutional headquarters; preserve as NY-market outlet.
NY017,Parikh Worldwide Media,New York,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,"yes | Indian-American media parent/group | owns/publishes News India Times, Desi Talk, Gujarat Times and other properties",Indian-American media parent/group,classify_intermediary_host,"Do not count as an outlet. Add to host/network table, based in New Jersey."
NY043,Queens Latino,New York,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,likely_yes | unresolved Spanish-language local candidate | exact current outlet identity not established,unresolved Spanish-language local candidate,hold_unresolved,Do not include until a distinct current organization is verified.
NY043,Queens Latino,New York,journalism_intensity,unclear,journalism centrality not explicit enough for deterministic coding,unresolved | unresolved Spanish-language local candidate | exact current outlet identity not established,unresolved Spanish-language local candidate,hold_unresolved,Do not include until a distinct current organization is verified.
NY027,Russian Bazaar,New York,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,yes | Russian-language community newspaper | active brand/site; longstanding Brooklyn Russian-speaking readership,Russian-language community newspaper,pending_deeper_verification,Retain; current institutional page/ownership needs verification.
NY021,Sing Tao Daily New York,New York,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,yes | Chinese-language daily/community edition | longstanding NY operation; local/international news; immigrant Chinese readership,Chinese-language daily/community edition,verified_include_with_secondary_evidence,Strong diaspora case; update with direct 2026 institutional page later.
NY023,SinoVision,New York,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,yes | former Chinese-language television network | historical NYC Chinese-language network; television network reported closed Sept. 2024,former Chinese-language television network,exclude_inactive,Retain in archival registry only unless a successor digital newsroom is separately verified.
NY002,The Haitian Times,New York,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,yes | Haitian diaspora newsroom | current reporting; donation-supported journalism; newsroom by/for Haitians; diaspora coverage,Haitian diaspora newsroom,verified_include,Strong core diaspora case; current site blocked on some pages but active publication is clear.
NY030,The National Herald,New York,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,yes | Greek-American newspaper/digital newsroom | Greek diaspora news; English/Greek coverage; NYC institutional presence,Greek-American newspaper/digital newsroom,verified_include,Strong Greek-American diaspora case.
NY013,Weekly Thikana,New York,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,yes | Bangladeshi diaspora multi-platform media group | founded in NY; newspaper/IPTV/digital; diaspora mission; government/community campaigns,Bangladeshi diaspora multi-platform media group,verified_include,Very strong Bangladeshi diaspora institutional case.
NY022,World Journal New York,New York,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,yes | large Chinese-language commercial newspaper/network | NY headquarters; daily Chinese-language journalism; multi-city network,large Chinese-language commercial newspaper/network,verified_include,Strong large-network comparison.
NC005,Alianza NC,North Carolina,community_orientation,unclear,community orientation not explicit enough for deterministic coding,yes | student-led bilingual newspaper | founded 2025; monthly academic-year issues; editors listed; explicit migrant Latiné mission,student-led bilingual newspaper,verified_include,Eligible despite small/student-led structure; analytically valuable emerging-newsroom case.
NC007,Asian Herald,North Carolina,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,yes | multilingual Asian community newspaper | City of Charlotte documents Korean/Vietnamese/Chinese/English publication history and large regional reach,multilingual Asian community newspaper,pending_verification,Historically important; current publication activity was not firmly established in this pass.
NC006,El Faro (Beacon Media NC),North Carolina,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,yes | Spanish-language hosted public-affairs/news program within Beacon Media | named hosts/producers; immigration and state-politics episodes; partnerships with journalists/community organizations,Spanish-language hosted public-affairs/news program within Beacon Media,verified_include_hosted_program,Include as a hosted program and link to Beacon Media as parent/intermediary.
NC012,Hola News,North Carolina,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,yes | Spanish-language digital news outlet | active 2026 Charlotte/Carolinas coverage; immigration and local community reporting,Spanish-language digital news outlet,verified_include,"Strong current outlet; verify ownership and relationship, if any, to other regional Spanish-media groups in deeper pass."
NC011,La Conexión USA,North Carolina,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,"yes | Spanish-language digital/community news outlet | active 2026 local North Carolina news; immigration, politics, education and community sections",Spanish-language digital/community news outlet,verified_include,Strong current Spanish-language local-news candidate; ownership/staff need deeper coding.
NC008,Latino Communications / Qué Pasa Media Network,North Carolina,community_orientation,unclear,community orientation not explicit enough for deterministic coding,yes | corporate/organizational identity associated with Qué Pasa Media | BBB identifies Latino Communications LLC as alternate name for Qué Pasa Media Network,corporate/organizational identity associated with Qué Pasa Media,classify_host_or_duplicate,Do not double-count as a separate outlet from Qué Pasa/Acción Hispana without evidence of a distinct newsroom.
NC009,Mi Gente Newspaper,North Carolina,journalism_intensity,unclear,journalism centrality not explicit enough for deterministic coding,unresolved | unresolved Latino community newspaper candidate | no sufficiently specific current 2026 evidence identified,unresolved Latino community newspaper candidate,hold_unresolved,Retain in candidate registry only until current identity/site/activity are established.
NC010,Proyecto Mariposa,North Carolina,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,"yes | Spanish-language community information hub created by Acción Hispana/Qué Pasa | resources, alerts, news links, courses and multimedia; launched as outreach/information project",Spanish-language community information hub created by Acción Hispana/Qué Pasa,classify_hosted_information_project,Do not count as an independent outlet; preserve as hosted information infrastructure under Acción Hispana.
NC003,Qué Pasa / Acción Hispana,North Carolina,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,yes | Spanish-language weekly newspaper and digital platform run by Acción Hispana | founded 1994; three weekly print editions; first-generation immigrant staff; daily digital content; grants/partnerships visible,Spanish-language weekly newspaper and digital platform run by Acción Hispana,verified_include,Very strong core case; institutional infrastructure is unusually well documented.
ND001,Fargo-area Somali community media lead,North Dakota,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,likely_yes_if_found | unresolved community-media lead | searches did not identify a distinct current North Dakota-based Somali newsroom,unresolved community-media lead,hold_unresolved,Do not infer absence of Somali media from this result; retain for deeper directory/community search.
ND001,Fargo-area Somali community media lead,North Dakota,journalism_intensity,unclear,journalism centrality not explicit enough for deterministic coding,unresolved | unresolved community-media lead | searches did not identify a distinct current North Dakota-based Somali newsroom,unresolved community-media lead,hold_unresolved,Do not infer absence of Somali media from this result; retain for deeper directory/community search.
ND002,Fargo-area Spanish/Latino media lead,North Dakota,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,likely_yes_if_found | unresolved Spanish-language media lead | no distinct current North Dakota-based Spanish-language newsroom identified in first pass,unresolved Spanish-language media lead,hold_unresolved,"State status should be 'no qualifying outlet identified after systematic first-pass search,' not 'none exist.'"
ND002,Fargo-area Spanish/Latino media lead,North Dakota,journalism_intensity,unclear,journalism centrality not explicit enough for deterministic coding,unresolved | unresolved Spanish-language media lead | no distinct current North Dakota-based Spanish-language newsroom identified in first pass,unresolved Spanish-language media lead,hold_unresolved,"State status should be 'no qualifying outlet identified after systematic first-pass search,' not 'none exist.'"
ND004,North Dakota Monitor,North Dakota,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,no_primary_mission | statewide nonprofit newsroom | covers immigration and farmworker issues but does not primarily serve immigrant/diaspora communities,statewide nonprofit newsroom,exclude_current_definition,"Comparison/context source, not core outlet."
OH013,Al-Sahafa,Ohio,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,yes | Arabic community newspaper candidate | known as Arabic community media lead; no strong current 2026 publication evidence,Arabic community newspaper candidate,pending_verification,Retain candidate as historical/current-unclear.
OH012,ApnaOhio,Ohio,community_orientation,unclear,community orientation not explicit enough for deterministic coding,yes | South Asian community media candidate | exact current site/outlet identity not established,South Asian community media candidate,hold_unresolved,Retain candidate only.
OH012,ApnaOhio,Ohio,journalism_intensity,unclear,journalism centrality not explicit enough for deterministic coding,unresolved | South Asian community media candidate | exact current site/outlet identity not established,South Asian community media candidate,hold_unresolved,Retain candidate only.
OH002,Danjir News / Radio,Ohio,community_orientation,unclear,community orientation not explicit enough for deterministic coding,yes | Somali news/radio candidate | no sufficiently specific current 2026 evidence identified in this pass,Somali news/radio candidate,hold_unresolved,Retain candidate only.
OH002,Danjir News / Radio,Ohio,journalism_intensity,unclear,journalism centrality not explicit enough for deterministic coding,unresolved | Somali news/radio candidate | no sufficiently specific current 2026 evidence identified in this pass,Somali news/radio candidate,hold_unresolved,Retain candidate only.
OH003,DZM News,Ohio,community_orientation,unclear,community orientation not explicit enough for deterministic coding,yes | Somali/East African media candidate | exact current outlet identity and active newsroom not established,Somali/East African media candidate,hold_unresolved,Retain candidate only.
OH003,DZM News,Ohio,journalism_intensity,unclear,journalism centrality not explicit enough for deterministic coding,unresolved | Somali/East African media candidate | exact current outlet identity and active newsroom not established,Somali/East African media candidate,hold_unresolved,Retain candidate only.
OH008,La Villa Cleveland,Ohio,community_orientation,unclear,community orientation not explicit enough for deterministic coding,yes | neighborhood storytelling/community platform | current Clark-Fulton community stories and user/community submissions; journalism structure not clearly established,neighborhood storytelling/community platform,comparison_or_information_platform,Keep as community storytelling infrastructure
OH011,Lazo Cultural,Ohio,community_orientation,unclear,community orientation not explicit enough for deterministic coding,yes | Latino cultural/community publication candidate | current journalism role and institutional operation not established,Latino cultural/community publication candidate,pending_verification,Retain candidate.
OH010,OCA AsiaTown Voice / IMAGE TV Ohio,Ohio,community_orientation,unclear,community orientation not explicit enough for deterministic coding,yes | Asian community media candidate | candidate identity known but direct current newsroom/program evidence not established,Asian community media candidate,pending_verification,Retain candidate pending direct evidence.
OH004,Ohio in Arabic,Ohio,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,yes | nonprofit Arabic-language media and service organization | founded as independent Arabic newspaper in 2019; nonprofit foundation since 2022; immigrant family founders; explicit newcomer information mission,nonprofit Arabic-language media and service organization,verified_include,Excellent Arabic immigrant-serving media case.
OH009,Onumba / Fawol Africa Media,Ohio,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,yes | Nigerian/African diaspora online news and commentary outlet | founded 2003; Columbus address; Nigerian immigrant editor; current 2026 reporting/commentary; explicit African diaspora mission,Nigerian/African diaspora online news and commentary outlet,verified_include,Strong African diaspora case with clear local Ohio base and transnational scope.
OH001,Somali Link Newspaper,Ohio,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,yes | Somali community newspaper hosted by Somali Community Link | current host site explicitly names Somali Link Newspaper,Somali community newspaper hosted by Somali Community Link,shared CEO/contact/address,verified_include_hosted_program
OK002,El Latino American,Oklahoma,community_orientation,unclear,community orientation not explicit enough for deterministic coding,yes | bilingual Spanish-English newspaper and digital outlet | active September 2026 local Oklahoma reporting plus digital newspaper archive; states service to Spanish-speaking population since 1994,bilingual Spanish-English newspaper and digital outlet,verified_include,Clear active core outlet.
OK001,El Nacional de Oklahoma,Oklahoma,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,yes | Spanish-language commercial newspaper/digital newsroom | current 2026 Oklahoma news coverage including immigrant-community policing and Mexican community events; longstanding Hispanic-owned outlet,Spanish-language commercial newspaper/digital newsroom,verified_include,Clear active core outlet.
OK001,El Nacional de Oklahoma,Oklahoma,journalism_intensity,journalism_substantial_mixed_content,sustained journalism coexists with substantial non-journalism content,yes | Spanish-language commercial newspaper/digital newsroom | current 2026 Oklahoma news coverage including immigrant-community policing and Mexican community events; longstanding Hispanic-owned outlet,Spanish-language commercial newspaper/digital newsroom,verified_include,Clear active core outlet.
OK006,Huellas Latinas,Oklahoma,community_orientation,unclear,community orientation not explicit enough for deterministic coding,yes | Latino-focused digital/video project | Oklahoma Historical Society identifies it as a channel focused on stories about Latino communities in Oklahoma,Latino-focused digital/video project,pending_verification,Retain for deeper platform-specific review.
OK005,KZUE La Tremenda,Oklahoma,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,yes | Spanish-language commercial radio station | longstanding Spanish-language radio service documented in Oklahoma Latino media history; first pass did not establish sustained original journalism,Spanish-language commercial radio station,comparison_or_media_infrastructure,Do not count as core journalism outlet until news/public-affairs cadence is verified.
OK003,OK VIETIMES,Oklahoma,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,yes | Vietnamese-language community newspaper | directory references identify Vietnamese weekly but first-pass search did not establish a current first-party publishing cadence,Vietnamese-language community newspaper,pending_verification,Retain for deeper direct/social/community verification.
OK004,Oklahoma Chinese Times,Oklahoma,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,yes | Chinese-language community publication | listed in community/media directories but current publication evidence was not firmly established,Chinese-language community publication,pending_verification,Retain for deeper verification.
OR013,Azteca Oregon 37,Oregon,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,yes_spanish_audience | Spanish-language television affiliate/brand | broadcast listings indicate Spanish-language channel in market; local journalism structure unclear,Spanish-language television affiliate/brand,pending_verification,"Keep as comparison candidate; verify current station identity, ownership and locally produced news."
OR010,Elemento Latino,Oregon,community_orientation,unclear,community orientation not explicit enough for deterministic coding,yes | Latino news/interview program within multimedia company | current site; CEO/host; reporting/interviews/news; sponsors and clients,Latino news/interview program within multimedia company,verified_include,Eligible; useful commercial/multimedia case.
OR011,Noticias Latinas! Latin News,Oregon,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,yes | Spanish-language newspaper within Latin Media Northwest LLC | current site; print distribution; publisher/editor structure; Oregon/Washington reach,Spanish-language newspaper within Latin Media Northwest LLC,verified_include,Strong community-newspaper case; institutional structure is publicly visible.
OR002,Noticias Noroeste,Oregon,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,yes | independent Spanish-language digital newsroom | mission; founder/editor; weekday newscast; immigration and local-news categories,independent Spanish-language digital newsroom,verified_include,Very strong fit. Created after Univision Portland closure to serve Spanish-speaking Latino communities.
OR006,Oregon Hispano,Oregon,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,yes | Spanish-language statewide digital news/community-information site | current 2026 news; statewide Latino/Hispanic mission; directory and service infrastructure,Spanish-language statewide digital news/community-information site,verified_include,Eligible; institutional form appears commercial/digital and needs later ownership coding.
OR009,Radio Movimiento,Oregon,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,historically_yes | former Spanish-language farmworker community radio hosted by PCUN | PCUN history; community radio mission; station last aired 2019,former Spanish-language farmworker community radio hosted by PCUN,exclude_inactive,Historically important but no longer active as KPCN-LP; retain in archival registry only.
OR005,The Great Radio 1040 AM,Oregon,community_orientation,mixed_orientation,multiple or insufficiently specific community signals detected,yes | Slavic/Eastern European community radio within media group | community radio; host company; information/news orientation; immigrant audience,Slavic/Eastern European community radio within media group,verified_include,Eligible as a hosted radio case; deeper content coding can distinguish news/public affairs from general programming.
OR015,The Immigrant Story,Oregon,community_orientation,mixed_orientation,multiple or insufficiently specific community signals detected,yes | volunteer-run nonprofit multimedia storytelling organization | nonprofit; founder; 60+ volunteers; immigrant/refugee reporting; podcasts and documentary storytelling,volunteer-run nonprofit multimedia storytelling organization,verified_include,Strong fit despite not being a conventional newsroom; explicitly reports and publishes immigrant/refugee stories.
OR008,Tilde Noticias,Oregon,community_orientation,unclear,community orientation not explicit enough for deterministic coding,likely_yes | Latino news outlet | current national community-media directory listing; direct site not verified in this pass,Latino news outlet,pending_verification,Retain as candidate. Need current website and institutional verification before inclusion.
PA006,2Puntos Platform,Pennsylvania,community_orientation,unclear,community orientation not explicit enough for deterministic coding,yes | community-led Latine media platform | identified through community-media funding ecosystem; direct current institutional page not verified,community-led Latine media platform,pending_verification,Retain candidate pending current direct evidence and clarification of newsroom function.
PA028,Barrio Latino WRCT,Pennsylvania,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,yes | Spanish-language community radio program hosted by WRCT | 2026 station page says program is entering 25th year; weekly Thursday 6 p.m. slot,Spanish-language community radio program hosted by WRCT,verified_include_hosted_program,Strong hosted-program case; code host station separately and assess journalism/public-affairs share in deeper pass.
PA017,ChineseInUS.org,Pennsylvania,community_orientation,unclear,community orientation not explicit enough for deterministic coding,yes | Chinese community digital media outlet | named leader in Philadelphia Asian-media coalition; Chinese-community orientation,Chinese community digital media outlet,pending_deeper_verification,Retain; verify sustained Philadelphia-focused journalism.
PA002,El Hispano,Pennsylvania,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,yes | Spanish-language weekly/community newspaper | longstanding regional Latino newspaper identity; current site/activity not sufficiently verified in this pass,Spanish-language weekly/community newspaper,pending_verification,Retain candidate until current 2026 operation is confirmed.
PA003,El Sol Latino Newspaper,Pennsylvania,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,yes | Spanish-language community newspaper | directory-level evidence only in this pass,Spanish-language community newspaper,pending_verification,"Need current website, cadence and ownership evidence."
PA030,Epoch Times Philadelphia edition/presence,Pennsylvania,community_orientation,diaspora_national_origin,specific national-origin/diaspora community signal detected,partly | national multilingual news organization with Chinese-diaspora roots | Philadelphia-area Asian media participation; no distinct local immigrant-serving Philadelphia newsroom established,national multilingual news organization with Chinese-diaspora roots,boundary_or_exclude_core,Do not count as core Pennsylvania immigrant outlet absent distinct local immigrant-serving operation.
PA004,Impacto Latin Newspaper Philadelphia,Pennsylvania,community_orientation,language_community,language-serving function explicit but narrower community orientation not established,likely_yes | unresolved Spanish-language newspaper candidate | possible legacy/duplicate identity; current PA operation not established,unresolved Spanish-language newspaper candidate,hold_identity_resolution,Do not include until distinct current outlet is identified.
PA004,Impacto Latin Newspaper Philadelphia,Pennsylvania,journalism_intensity,unclear,journalism centrality not explicit enough for deterministic coding,unresolved | unresolved Spanish-language newspaper candidate | possible legacy/duplicate identity; current PA operation not established,unresolved Spanish-language newspaper candidate,hold_identity_resolution,Do not include until distinct current outlet is identified.
PA015,Indonesian Lantern,Pennsylvania,community_orientation,unclear,community orientation not explicit enough for deterministic coding,yes | Indonesian community media outlet | identified with named leader in Philadelphia Asian-media coalition,Indonesian community media outlet,verified_include_with_secondary_evidence,Include provisionally; confirm cadence and journalism format.
