outlet_id,outlet_name,jurisdiction,field,proposed_value,reason,source_value,institutional_form,eligibility_status,verification_notes
OH008,La Villa Cleveland,Ohio,newsroom_independence_form,unclear,organizational separateness not explicit enough for deterministic coding,neighborhood storytelling/community platform | Keep as community storytelling infrastructure,neighborhood storytelling/community platform,comparison_or_information_platform,Keep as community storytelling infrastructure
OH011,Lazo Cultural,Ohio,record_type,unclear,boundary/pending record requires manual record-type decision,pending_verification,Latino cultural/community publication candidate,pending_verification,Retain candidate.
OH011,Lazo Cultural,Ohio,ownership_or_governance_form,unclear,no explicit governance/ownership signal found,Latino cultural/community publication candidate,Latino cultural/community publication candidate,pending_verification,Retain candidate.
OH011,Lazo Cultural,Ohio,media_format,unclear,no clear primary format found,Latino cultural/community publication candidate,Latino cultural/community publication candidate,pending_verification,Retain candidate.
OH011,Lazo Cultural,Ohio,language_model,unclear,language output structure not explicit enough for deterministic coding,Latino cultural/community publication candidate | current journalism role and institutional operation not established,Latino cultural/community publication candidate,pending_verification,Retain candidate.
OH011,Lazo Cultural,Ohio,institutional_relationship,unclear,relationship structure not explicit enough for deterministic coding,Latino cultural/community publication candidate | pending_verification | Retain candidate.,Latino cultural/community publication candidate,pending_verification,Retain candidate.
OH011,Lazo Cultural,Ohio,newsroom_independence_form,unclear,organizational separateness not explicit enough for deterministic coding,Latino cultural/community publication candidate | Retain candidate.,Latino cultural/community publication candidate,pending_verification,Retain candidate.
OH011,Lazo Cultural,Ohio,activity_status,unclear,source activity value is explicitly uncertain,unclear_current_operation,Latino cultural/community publication candidate,pending_verification,Retain candidate.
OH010,OCA AsiaTown Voice / IMAGE TV Ohio,Ohio,record_type,unclear,boundary/pending record requires manual record-type decision,pending_verification,Asian community media candidate,pending_verification,Retain candidate pending direct evidence.
OH010,OCA AsiaTown Voice / IMAGE TV Ohio,Ohio,ownership_or_governance_form,unclear,no explicit governance/ownership signal found,Asian community media candidate,Asian community media candidate,pending_verification,Retain candidate pending direct evidence.
OH010,OCA AsiaTown Voice / IMAGE TV Ohio,Ohio,language_model,unclear,language output structure not explicit enough for deterministic coding,Asian community media candidate | candidate identity known but direct current newsroom/program evidence not established,Asian community media candidate,pending_verification,Retain candidate pending direct evidence.
OH010,OCA AsiaTown Voice / IMAGE TV Ohio,Ohio,geographic_scope,neighborhood_or_city,city/local scope inferred from concise city_or_scope field,Cleveland | Ohio,Asian community media candidate,pending_verification,Retain candidate pending direct evidence.
OH010,OCA AsiaTown Voice / IMAGE TV Ohio,Ohio,institutional_relationship,unclear,relationship structure not explicit enough for deterministic coding,Asian community media candidate | pending_verification | Retain candidate pending direct evidence.,Asian community media candidate,pending_verification,Retain candidate pending direct evidence.
OH010,OCA AsiaTown Voice / IMAGE TV Ohio,Ohio,newsroom_independence_form,unclear,organizational separateness not explicit enough for deterministic coding,Asian community media candidate | Retain candidate pending direct evidence.,Asian community media candidate,pending_verification,Retain candidate pending direct evidence.
OH010,OCA AsiaTown Voice / IMAGE TV Ohio,Ohio,activity_status,unclear,source activity value is explicitly uncertain,unclear_current_operation,Asian community media candidate,pending_verification,Retain candidate pending direct evidence.
OH009,Onumba / Fawol Africa Media,Ohio,ownership_or_governance_form,unclear,no explicit governance/ownership signal found,Nigerian/African diaspora online news and commentary outlet,Nigerian/African diaspora online news and commentary outlet,verified_include,Strong African diaspora case with clear local Ohio base and transnational scope.
OH009,Onumba / Fawol Africa Media,Ohio,language_model,unclear,language output structure not explicit enough for deterministic coding,Nigerian/African diaspora online news and commentary outlet | founded 2003; Columbus address; Nigerian immigrant editor; current 2026 reporting/commentary; explicit African diaspora mission,Nigerian/African diaspora online news and commentary outlet,verified_include,Strong African diaspora case with clear local Ohio base and transnational scope.
OH009,Onumba / Fawol Africa Media,Ohio,geographic_scope,transnational_or_diaspora,transnational/diaspora reach indicated; verify principal service geography,Columbus | Ohio,Nigerian/African diaspora online news and commentary outlet,verified_include,Strong African diaspora case with clear local Ohio base and transnational scope.
OH001,Somali Link Newspaper,Ohio,record_type,unclear,no deterministic record-type rule matched,shared CEO/contact/address,Somali community newspaper hosted by Somali Community Link,shared CEO/contact/address,verified_include_hosted_program
OH001,Somali Link Newspaper,Ohio,ownership_or_governance_form,unclear,no explicit governance/ownership signal found,Somali community newspaper hosted by Somali Community Link,Somali community newspaper hosted by Somali Community Link,shared CEO/contact/address,verified_include_hosted_program
OH001,Somali Link Newspaper,Ohio,language_model,unclear,language output structure not explicit enough for deterministic coding,Somali community newspaper hosted by Somali Community Link | current host site explicitly names Somali Link Newspaper,Somali community newspaper hosted by Somali Community Link,shared CEO/contact/address,verified_include_hosted_program
OH001,Somali Link Newspaper,Ohio,geographic_scope,neighborhood_or_city,city/local scope inferred from concise city_or_scope field,Columbus | Ohio,Somali community newspaper hosted by Somali Community Link,shared CEO/contact/address,verified_include_hosted_program
OH001,Somali Link Newspaper,Ohio,institutional_relationship,unclear,relationship structure not explicit enough for deterministic coding,Somali community newspaper hosted by Somali Community Link | shared CEO/contact/address | verified_include_hosted_program,Somali community newspaper hosted by Somali Community Link,shared CEO/contact/address,verified_include_hosted_program
OH001,Somali Link Newspaper,Ohio,newsroom_independence_form,unclear,organizational separateness not explicit enough for deterministic coding,Somali community newspaper hosted by Somali Community Link | verified_include_hosted_program,Somali community newspaper hosted by Somali Community Link,shared CEO/contact/address,verified_include_hosted_program
OH007,Vocero Latino,Ohio,ownership_or_governance_form,unclear,no explicit governance/ownership signal found,Spanish-language newspaper/digital outlet,Spanish-language newspaper/digital outlet,verified_include,Strong current Cleveland Latino outlet.
OH007,Vocero Latino,Ohio,media_format,print,print plus companion digital presence; verify whether digital is co-primary,Spanish-language newspaper/digital outlet,Spanish-language newspaper/digital outlet,verified_include,Strong current Cleveland Latino outlet.
OH007,Vocero Latino,Ohio,geographic_scope,neighborhood_or_city,city/local scope inferred from concise city_or_scope field,Cleveland | Ohio,Spanish-language newspaper/digital outlet,verified_include,Strong current Cleveland Latino outlet.
OK002,El Latino American,Oklahoma,ownership_or_governance_form,unclear,no explicit governance/ownership signal found,bilingual Spanish-English newspaper and digital outlet,bilingual Spanish-English newspaper and digital outlet,verified_include,Clear active core outlet.
OK002,El Latino American,Oklahoma,media_format,print,print plus companion digital presence; verify whether digital is co-primary,bilingual Spanish-English newspaper and digital outlet,bilingual Spanish-English newspaper and digital outlet,verified_include,Clear active core outlet.
OK001,El Nacional de Oklahoma,Oklahoma,media_format,print,print plus companion digital presence; verify whether digital is co-primary,Spanish-language commercial newspaper/digital newsroom,Spanish-language commercial newspaper/digital newsroom,verified_include,Clear active core outlet.
OK006,Huellas Latinas,Oklahoma,record_type,unclear,boundary/pending record requires manual record-type decision,pending_verification,Latino-focused digital/video project,pending_verification,Retain for deeper platform-specific review.
OK006,Huellas Latinas,Oklahoma,ownership_or_governance_form,unclear,no explicit governance/ownership signal found,Latino-focused digital/video project,Latino-focused digital/video project,pending_verification,Retain for deeper platform-specific review.
OK006,Huellas Latinas,Oklahoma,media_format,unclear,no clear primary format found,Latino-focused digital/video project,Latino-focused digital/video project,pending_verification,Retain for deeper platform-specific review.
OK006,Huellas Latinas,Oklahoma,language_model,unclear,language output structure not explicit enough for deterministic coding,Latino-focused digital/video project | Oklahoma Historical Society identifies it as a channel focused on stories about Latino communities in Oklahoma,Latino-focused digital/video project,pending_verification,Retain for deeper platform-specific review.
OK006,Huellas Latinas,Oklahoma,institutional_relationship,unclear,relationship structure not explicit enough for deterministic coding,Latino-focused digital/video project | pending_verification | Retain for deeper platform-specific review.,Latino-focused digital/video project,pending_verification,Retain for deeper platform-specific review.
OK006,Huellas Latinas,Oklahoma,newsroom_independence_form,unclear,organizational separateness not explicit enough for deterministic coding,Latino-focused digital/video project | Retain for deeper platform-specific review.,Latino-focused digital/video project,pending_verification,Retain for deeper platform-specific review.
OK006,Huellas Latinas,Oklahoma,activity_status,unclear,source activity value is explicitly uncertain,unclear_current_operation,Latino-focused digital/video project,pending_verification,Retain for deeper platform-specific review.
OK005,KZUE La Tremenda,Oklahoma,institutional_relationship,unclear,relationship structure not explicit enough for deterministic coding,Spanish-language commercial radio station | comparison_or_media_infrastructure | Do not count as core journalism outlet until news/public-affairs cadence is verified.,Spanish-language commercial radio station,comparison_or_media_infrastructure,Do not count as core journalism outlet until news/public-affairs cadence is verified.
OK003,OK VIETIMES,Oklahoma,record_type,unclear,boundary/pending record requires manual record-type decision,pending_verification,Vietnamese-language community newspaper,pending_verification,Retain for deeper direct/social/community verification.
OK003,OK VIETIMES,Oklahoma,ownership_or_governance_form,unclear,no explicit governance/ownership signal found,Vietnamese-language community newspaper,Vietnamese-language community newspaper,pending_verification,Retain for deeper direct/social/community verification.
OK003,OK VIETIMES,Oklahoma,institutional_relationship,unclear,relationship structure not explicit enough for deterministic coding,Vietnamese-language community newspaper | pending_verification | Retain for deeper direct/social/community verification.,Vietnamese-language community newspaper,pending_verification,Retain for deeper direct/social/community verification.
OK003,OK VIETIMES,Oklahoma,newsroom_independence_form,unclear,organizational separateness not explicit enough for deterministic coding,Vietnamese-language community newspaper | Retain for deeper direct/social/community verification.,Vietnamese-language community newspaper,pending_verification,Retain for deeper direct/social/community verification.
OK003,OK VIETIMES,Oklahoma,activity_status,unclear,source activity value is explicitly uncertain,unclear_current_operation,Vietnamese-language community newspaper,pending_verification,Retain for deeper direct/social/community verification.
OK004,Oklahoma Chinese Times,Oklahoma,record_type,unclear,boundary/pending record requires manual record-type decision,pending_verification,Chinese-language community publication,pending_verification,Retain for deeper verification.
OK004,Oklahoma Chinese Times,Oklahoma,ownership_or_governance_form,unclear,no explicit governance/ownership signal found,Chinese-language community publication,Chinese-language community publication,pending_verification,Retain for deeper verification.
OK004,Oklahoma Chinese Times,Oklahoma,media_format,unclear,no clear primary format found,Chinese-language community publication,Chinese-language community publication,pending_verification,Retain for deeper verification.
OK004,Oklahoma Chinese Times,Oklahoma,institutional_relationship,unclear,relationship structure not explicit enough for deterministic coding,Chinese-language community publication | pending_verification | Retain for deeper verification.,Chinese-language community publication,pending_verification,Retain for deeper verification.
OK004,Oklahoma Chinese Times,Oklahoma,newsroom_independence_form,unclear,organizational separateness not explicit enough for deterministic coding,Chinese-language community publication | Retain for deeper verification.,Chinese-language community publication,pending_verification,Retain for deeper verification.
OK004,Oklahoma Chinese Times,Oklahoma,activity_status,unclear,source activity value is explicitly uncertain,unclear_current_operation,Chinese-language community publication,pending_verification,Retain for deeper verification.
OR004,Afisha Magazine,Oregon,ownership_or_governance_form,unclear,no explicit governance/ownership signal found,Russian/Ukrainian-language magazine within multicultural media group,Russian/Ukrainian-language magazine within multicultural media group,verified_include,"Eligible, though journalism/news share should be coded later because magazine also carries cultural/lifestyle content."
OR004,Afisha Magazine,Oregon,language_model,bilingual,two non-English languages detected; verify sustained dual-language output,Russian/Ukrainian-language magazine within multicultural media group | host company; 30+ year publication history; news/cultural content; immigrant audience,Russian/Ukrainian-language magazine within multicultural media group,verified_include,"Eligible, though journalism/news share should be coded later because magazine also carries cultural/lifestyle content."
OR004,Afisha Magazine,Oregon,geographic_scope,neighborhood_or_city,city/local scope inferred from concise city_or_scope field,Portland / Oregon & SW Washington | Oregon,Russian/Ukrainian-language magazine within multicultural media group,verified_include,"Eligible, though journalism/news share should be coded later because magazine also carries cultural/lifestyle content."
OR004,Afisha Magazine,Oregon,institutional_relationship,unclear,relationship structure not explicit enough for deterministic coding,"Russian/Ukrainian-language magazine within multicultural media group | verified_include | Eligible, though journalism/news share should be coded later because magazine also carries cultural/lifestyle content.",Russian/Ukrainian-language magazine within multicultural media group,verified_include,"Eligible, though journalism/news share should be coded later because magazine also carries cultural/lifestyle content."
OR004,Afisha Magazine,Oregon,newsroom_independence_form,unclear,organizational separateness not explicit enough for deterministic coding,"Russian/Ukrainian-language magazine within multicultural media group | Eligible, though journalism/news share should be coded later because magazine also carries cultural/lifestyle content.",Russian/Ukrainian-language magazine within multicultural media group,verified_include,"Eligible, though journalism/news share should be coded later because magazine also carries cultural/lifestyle content."
OR013,Azteca Oregon 37,Oregon,record_type,unclear,boundary/pending record requires manual record-type decision,pending_verification,Spanish-language television affiliate/brand,pending_verification,"Keep as comparison candidate; verify current station identity, ownership and locally produced news."
OR013,Azteca Oregon 37,Oregon,ownership_or_governance_form,unclear,no explicit governance/ownership signal found,Spanish-language television affiliate/brand,Spanish-language television affiliate/brand,pending_verification,"Keep as comparison candidate; verify current station identity, ownership and locally produced news."
OR013,Azteca Oregon 37,Oregon,geographic_scope,neighborhood_or_city,city/local scope inferred from concise city_or_scope field,Portland / Salem | Oregon,Spanish-language television affiliate/brand,pending_verification,"Keep as comparison candidate; verify current station identity, ownership and locally produced news."
OR013,Azteca Oregon 37,Oregon,institutional_relationship,unclear,relationship structure not explicit enough for deterministic coding,"Spanish-language television affiliate/brand | pending_verification | Keep as comparison candidate; verify current station identity, ownership and locally produced news.",Spanish-language television affiliate/brand,pending_verification,"Keep as comparison candidate; verify current station identity, ownership and locally produced news."
OR013,Azteca Oregon 37,Oregon,newsroom_independence_form,unclear,organizational separateness not explicit enough for deterministic coding,"Spanish-language television affiliate/brand | Keep as comparison candidate; verify current station identity, ownership and locally produced news.",Spanish-language television affiliate/brand,pending_verification,"Keep as comparison candidate; verify current station identity, ownership and locally produced news."
OR013,Azteca Oregon 37,Oregon,activity_status,unclear,source activity value is explicitly uncertain,unclear_current_brand,Spanish-language television affiliate/brand,pending_verification,"Keep as comparison candidate; verify current station identity, ownership and locally produced news."
OR007,El Latino de Hoy,Oregon,ownership_or_governance_form,unclear,no explicit governance/ownership signal found,Spanish-language weekly/community newspaper,Spanish-language weekly/community newspaper,verified_include,Strong current Latino community newspaper.
OR010,Elemento Latino,Oregon,media_format,unclear,no clear primary format found,Latino news/interview program within multimedia company,Latino news/interview program within multimedia company,verified_include,Eligible; useful commercial/multimedia case.
OR010,Elemento Latino,Oregon,language_model,unclear,language output structure not explicit enough for deterministic coding,Latino news/interview program within multimedia company | current site; CEO/host; reporting/interviews/news; sponsors and clients,Latino news/interview program within multimedia company,verified_include,Eligible; useful commercial/multimedia case.
OR010,Elemento Latino,Oregon,geographic_scope,neighborhood_or_city,city/local scope inferred from concise city_or_scope field,Hillsboro / Portland | Oregon,Latino news/interview program within multimedia company,verified_include,Eligible; useful commercial/multimedia case.
OR010,Elemento Latino,Oregon,institutional_relationship,unclear,relationship structure not explicit enough for deterministic coding,Latino news/interview program within multimedia company | verified_include | Eligible; useful commercial/multimedia case.,Latino news/interview program within multimedia company,verified_include,Eligible; useful commercial/multimedia case.
OR010,Elemento Latino,Oregon,newsroom_independence_form,unclear,organizational separateness not explicit enough for deterministic coding,Latino news/interview program within multimedia company | Eligible; useful commercial/multimedia case.,Latino news/interview program within multimedia company,verified_include,Eligible; useful commercial/multimedia case.
OR014,KUNP Univisión 16,Oregon,record_type,unclear,no deterministic record-type rule matched,exclude_current_definition,independent English-language TV station since 2025,exclude_current_definition,Exclude from current immigrant-serving frame. Useful historical context because closure of Univision local news helped prompt Noticias Noroeste.
OR014,KUNP Univisión 16,Oregon,ownership_or_governance_form,unclear,no explicit governance/ownership signal found,independent English-language TV station since 2025,independent English-language TV station since 2025,exclude_current_definition,Exclude from current immigrant-serving frame. Useful historical context because closure of Univision local news helped prompt Noticias Noroeste.
OR014,KUNP Univisión 16,Oregon,language_model,unclear,language output structure not explicit enough for deterministic coding,independent English-language TV station since 2025 | former Univision affiliation ended in 2024; current station is independent/Rip City TV,independent English-language TV station since 2025,exclude_current_definition,Exclude from current immigrant-serving frame. Useful historical context because closure of Univision local news helped prompt Noticias Noroeste.
OR014,KUNP Univisión 16,Oregon,geographic_scope,neighborhood_or_city,city/local scope inferred from concise city_or_scope field,Portland / La Grande | Oregon,independent English-language TV station since 2025,exclude_current_definition,Exclude from current immigrant-serving frame. Useful historical context because closure of Univision local news helped prompt Noticias Noroeste.
OR014,KUNP Univisión 16,Oregon,institutional_relationship,network_affiliate,network/local affiliation detected; verify parent structure,independent English-language TV station since 2025 | exclude_current_definition | Exclude from current immigrant-serving frame. Useful historical context because closure of Univision local news helped prompt Noticias Noroeste.,independent English-language TV station since 2025,exclude_current_definition,Exclude from current immigrant-serving frame. Useful historical context because closure of Univision local news helped prompt Noticias Noroeste.
OR014,KUNP Univisión 16,Oregon,newsroom_independence_form,network_local_newsroom,network structure detected; local newsroom autonomy is not being inferred,independent English-language TV station since 2025 | Exclude from current immigrant-serving frame. Useful historical context because closure of Univision local news helped prompt Noticias Noroeste.,independent English-language TV station since 2025,exclude_current_definition,Exclude from current immigrant-serving frame. Useful historical context because closure of Univision local news helped prompt Noticias Noroeste.
OR003,Maidan Newspaper,Oregon,ownership_or_governance_form,unclear,no explicit governance/ownership signal found,Ukrainian-language newspaper within multicultural media group,Ukrainian-language newspaper within multicultural media group,verified_include,Strong immigrant/refugee fit; useful hosted/networked case.
OR003,Maidan Newspaper,Oregon,institutional_relationship,unclear,relationship structure not explicit enough for deterministic coding,Ukrainian-language newspaper within multicultural media group | verified_include | Strong immigrant/refugee fit; useful hosted/networked case.,Ukrainian-language newspaper within multicultural media group,verified_include,Strong immigrant/refugee fit; useful hosted/networked case.
OR003,Maidan Newspaper,Oregon,newsroom_independence_form,unclear,organizational separateness not explicit enough for deterministic coding,Ukrainian-language newspaper within multicultural media group | Strong immigrant/refugee fit; useful hosted/networked case.,Ukrainian-language newspaper within multicultural media group,verified_include,Strong immigrant/refugee fit; useful hosted/networked case.
OR011,Noticias Latinas! Latin News,Oregon,geographic_scope,neighborhood_or_city,city/local scope inferred from concise city_or_scope field,Portland / Oregon & SW Washington | Oregon,Spanish-language newspaper within Latin Media Northwest LLC,verified_include,Strong community-newspaper case; institutional structure is publicly visible.
OR011,Noticias Latinas! Latin News,Oregon,institutional_relationship,unclear,relationship structure not explicit enough for deterministic coding,Spanish-language newspaper within Latin Media Northwest LLC | verified_include | Strong community-newspaper case; institutional structure is publicly visible.,Spanish-language newspaper within Latin Media Northwest LLC,verified_include,Strong community-newspaper case; institutional structure is publicly visible.
OR011,Noticias Latinas! Latin News,Oregon,newsroom_independence_form,unclear,organizational separateness not explicit enough for deterministic coding,Spanish-language newspaper within Latin Media Northwest LLC | Strong community-newspaper case; institutional structure is publicly visible.,Spanish-language newspaper within Latin Media Northwest LLC,verified_include,Strong community-newspaper case; institutional structure is publicly visible.
OR002,Noticias Noroeste,Oregon,ownership_or_governance_form,unclear,no explicit governance/ownership signal found,independent Spanish-language digital newsroom,independent Spanish-language digital newsroom,verified_include,Very strong fit. Created after Univision Portland closure to serve Spanish-speaking Latino communities.
OR002,Noticias Noroeste,Oregon,geographic_scope,neighborhood_or_city,city/local scope inferred from concise city_or_scope field,Portland / Oregon & SW Washington | Oregon,independent Spanish-language digital newsroom,verified_include,Very strong fit. Created after Univision Portland closure to serve Spanish-speaking Latino communities.
OR002,Noticias Noroeste,Oregon,institutional_relationship,network_affiliate,network/local affiliation detected; verify parent structure,independent Spanish-language digital newsroom | verified_include | Very strong fit. Created after Univision Portland closure to serve Spanish-speaking Latino communities.,independent Spanish-language digital newsroom,verified_include,Very strong fit. Created after Univision Portland closure to serve Spanish-speaking Latino communities.
OR002,Noticias Noroeste,Oregon,newsroom_independence_form,network_local_newsroom,network structure detected; local newsroom autonomy is not being inferred,independent Spanish-language digital newsroom | Very strong fit. Created after Univision Portland closure to serve Spanish-speaking Latino communities.,independent Spanish-language digital newsroom,verified_include,Very strong fit. Created after Univision Portland closure to serve Spanish-speaking Latino communities.
OR006,Oregon Hispano,Oregon,ownership_or_governance_form,unclear,no explicit governance/ownership signal found,Spanish-language statewide digital news/community-information site,Spanish-language statewide digital news/community-information site,verified_include,Eligible; institutional form appears commercial/digital and needs later ownership coding.
OR006,Oregon Hispano,Oregon,media_format,unclear,no clear primary format found,Spanish-language statewide digital news/community-information site,Spanish-language statewide digital news/community-information site,verified_include,Eligible; institutional form appears commercial/digital and needs later ownership coding.
OR012,pdxlatino.com,Oregon,record_type,unclear,boundary/pending record requires manual record-type decision,pending_verification,Latino community digital outlet,pending_verification,Retain candidate pending current activity and journalism verification.
OR012,pdxlatino.com,Oregon,ownership_or_governance_form,unclear,no explicit governance/ownership signal found,Latino community digital outlet,Latino community digital outlet,pending_verification,Retain candidate pending current activity and journalism verification.
OR012,pdxlatino.com,Oregon,language_model,unclear,language output structure not explicit enough for deterministic coding,Latino community digital outlet | listed in Latino-media directories; direct current journalism output not verified,Latino community digital outlet,pending_verification,Retain candidate pending current activity and journalism verification.
OR012,pdxlatino.com,Oregon,geographic_scope,neighborhood_or_city,city/local scope inferred from concise city_or_scope field,Portland | Oregon,Latino community digital outlet,pending_verification,Retain candidate pending current activity and journalism verification.
OR012,pdxlatino.com,Oregon,institutional_relationship,unclear,relationship structure not explicit enough for deterministic coding,Latino community digital outlet | pending_verification | Retain candidate pending current activity and journalism verification.,Latino community digital outlet,pending_verification,Retain candidate pending current activity and journalism verification.
OR012,pdxlatino.com,Oregon,newsroom_independence_form,unclear,organizational separateness not explicit enough for deterministic coding,Latino community digital outlet | Retain candidate pending current activity and journalism verification.,Latino community digital outlet,pending_verification,Retain candidate pending current activity and journalism verification.
OR012,pdxlatino.com,Oregon,activity_status,active_with_limited_or_uncertain_cadence,nonstandard activity wording requires review,pending_site_check,Latino community digital outlet,pending_verification,Retain candidate pending current activity and journalism verification.
OR009,Radio Movimiento,Oregon,ownership_or_governance_form,unclear,no explicit governance/ownership signal found,former Spanish-language farmworker community radio hosted by PCUN,former Spanish-language farmworker community radio hosted by PCUN,exclude_inactive,Historically important but no longer active as KPCN-LP; retain in archival registry only.
OR009,Radio Movimiento,Oregon,geographic_scope,neighborhood_or_city,city/local scope inferred from concise city_or_scope field,Woodburn | Oregon,former Spanish-language farmworker community radio hosted by PCUN,exclude_inactive,Historically important but no longer active as KPCN-LP; retain in archival registry only.
OR009,Radio Movimiento,Oregon,institutional_relationship,unclear,relationship structure not explicit enough for deterministic coding,former Spanish-language farmworker community radio hosted by PCUN | exclude_inactive | Historically important but no longer active as KPCN-LP; retain in archival registry only.,former Spanish-language farmworker community radio hosted by PCUN,exclude_inactive,Historically important but no longer active as KPCN-LP; retain in archival registry only.
OR009,Radio Movimiento,Oregon,newsroom_independence_form,unclear,organizational separateness not explicit enough for deterministic coding,former Spanish-language farmworker community radio hosted by PCUN | Historically important but no longer active as KPCN-LP; retain in archival registry only.,former Spanish-language farmworker community radio hosted by PCUN,exclude_inactive,Historically important but no longer active as KPCN-LP; retain in archival registry only.
OR001,The Asian Reporter,Oregon,ownership_or_governance_form,unclear,no explicit governance/ownership signal found,independent Asian community newspaper,independent Asian community newspaper,verified_include,Strong fit. Current publication explicitly says it supports immigrant and U.S.-born Asian communities.
OR001,The Asian Reporter,Oregon,language_model,unclear,language output structure not explicit enough for deterministic coding,independent Asian community newspaper | current 2026 issues; local/international Asian news; explicit immigrant-community support,independent Asian community newspaper,verified_include,Strong fit. Current publication explicitly says it supports immigrant and U.S.-born Asian communities.
OR001,The Asian Reporter,Oregon,geographic_scope,neighborhood_or_city,city/local scope inferred from concise city_or_scope field,Portland | Oregon,independent Asian community newspaper,verified_include,Strong fit. Current publication explicitly says it supports immigrant and U.S.-born Asian communities.
OR005,The Great Radio 1040 AM,Oregon,ownership_or_governance_form,unclear,no explicit governance/ownership signal found,Slavic/Eastern European community radio within media group,Slavic/Eastern European community radio within media group,verified_include,Eligible as a hosted radio case; deeper content coding can distinguish news/public affairs from general programming.
OR005,The Great Radio 1040 AM,Oregon,language_model,unclear,language output structure not explicit enough for deterministic coding,Slavic/Eastern European community radio within media group | community radio; host company; information/news orientation; immigrant audience,Slavic/Eastern European community radio within media group,verified_include,Eligible as a hosted radio case; deeper content coding can distinguish news/public affairs from general programming.
OR005,The Great Radio 1040 AM,Oregon,geographic_scope,neighborhood_or_city,city/local scope inferred from concise city_or_scope field,Portland | Oregon,Slavic/Eastern European community radio within media group,verified_include,Eligible as a hosted radio case; deeper content coding can distinguish news/public affairs from general programming.
OR005,The Great Radio 1040 AM,Oregon,institutional_relationship,unclear,relationship structure not explicit enough for deterministic coding,Slavic/Eastern European community radio within media group | verified_include | Eligible as a hosted radio case; deeper content coding can distinguish news/public affairs from general programming.,Slavic/Eastern European community radio within media group,verified_include,Eligible as a hosted radio case; deeper content coding can distinguish news/public affairs from general programming.
OR005,The Great Radio 1040 AM,Oregon,newsroom_independence_form,unclear,organizational separateness not explicit enough for deterministic coding,Slavic/Eastern European community radio within media group | Eligible as a hosted radio case; deeper content coding can distinguish news/public affairs from general programming.,Slavic/Eastern European community radio within media group,verified_include,Eligible as a hosted radio case; deeper content coding can distinguish news/public affairs from general programming.
OR015,The Immigrant Story,Oregon,language_model,unclear,language output structure not explicit enough for deterministic coding,volunteer-run nonprofit multimedia storytelling organization | nonprofit; founder; 60+ volunteers; immigrant/refugee reporting; podcasts and documentary storytelling,volunteer-run nonprofit multimedia storytelling organization,verified_include,Strong fit despite not being a conventional newsroom; explicitly reports and publishes immigrant/refugee stories.
OR015,The Immigrant Story,Oregon,geographic_scope,neighborhood_or_city,city/local scope inferred from concise city_or_scope field,Portland | Oregon,volunteer-run nonprofit multimedia storytelling organization,verified_include,Strong fit despite not being a conventional newsroom; explicitly reports and publishes immigrant/refugee stories.
OR015,The Immigrant Story,Oregon,institutional_relationship,unclear,relationship structure not explicit enough for deterministic coding,volunteer-run nonprofit multimedia storytelling organization | verified_include | Strong fit despite not being a conventional newsroom; explicitly reports and publishes immigrant/refugee stories.,volunteer-run nonprofit multimedia storytelling organization,verified_include,Strong fit despite not being a conventional newsroom; explicitly reports and publishes immigrant/refugee stories.
OR015,The Immigrant Story,Oregon,newsroom_independence_form,unclear,organizational separateness not explicit enough for deterministic coding,volunteer-run nonprofit multimedia storytelling organization | Strong fit despite not being a conventional newsroom; explicitly reports and publishes immigrant/refugee stories.,volunteer-run nonprofit multimedia storytelling organization,verified_include,Strong fit despite not being a conventional newsroom; explicitly reports and publishes immigrant/refugee stories.
OR008,Tilde Noticias,Oregon,record_type,unclear,boundary/pending record requires manual record-type decision,pending_verification,Latino news outlet,pending_verification,Retain as candidate. Need current website and institutional verification before inclusion.
OR008,Tilde Noticias,Oregon,ownership_or_governance_form,unclear,no explicit governance/ownership signal found,Latino news outlet,Latino news outlet,pending_verification,Retain as candidate. Need current website and institutional verification before inclusion.
OR008,Tilde Noticias,Oregon,media_format,unclear,no clear primary format found,Latino news outlet,Latino news outlet,pending_verification,Retain as candidate. Need current website and institutional verification before inclusion.
OR008,Tilde Noticias,Oregon,language_model,unclear,language output structure not explicit enough for deterministic coding,Latino news outlet | current national community-media directory listing; direct site not verified in this pass,Latino news outlet,pending_verification,Retain as candidate. Need current website and institutional verification before inclusion.
OR008,Tilde Noticias,Oregon,geographic_scope,neighborhood_or_city,city/local scope inferred from concise city_or_scope field,Portland | Oregon,Latino news outlet,pending_verification,Retain as candidate. Need current website and institutional verification before inclusion.
OR008,Tilde Noticias,Oregon,institutional_relationship,unclear,relationship structure not explicit enough for deterministic coding,Latino news outlet | pending_verification | Retain as candidate. Need current website and institutional verification before inclusion.,Latino news outlet,pending_verification,Retain as candidate. Need current website and institutional verification before inclusion.
OR008,Tilde Noticias,Oregon,newsroom_independence_form,unclear,organizational separateness not explicit enough for deterministic coding,Latino news outlet | Retain as candidate. Need current website and institutional verification before inclusion.,Latino news outlet,pending_verification,Retain as candidate. Need current website and institutional verification before inclusion.
OR008,Tilde Noticias,Oregon,activity_status,unclear,source activity value is explicitly uncertain,unclear,Latino news outlet,pending_verification,Retain as candidate. Need current website and institutional verification before inclusion.
