outlet_id,organization_id,outlet_name,jurisdiction,state_or_market,city_or_scope,website,record_type,ownership_or_governance_form_phase1a,media_format,language_model,community_orientation,geographic_scope,founding_year,founding_status,founder_or_origin_note,parent_or_host_name,parent_resource_relationship,legal_organizational_form,ownership_structure,governing_board_public,board_or_governance_url,public_staff_count,staff_size_band,staff_count_basis,editorial_leadership_public,public_editorial_roles,employment_model_public,revenue_model,revenue_sources_public,annual_revenue_amount,annual_revenue_year,revenue_band,funders_publicly_named,named_funders,funding_source_url,network_memberships,network_membership_status,collaborative_partnerships_public,partnership_note,legal_support_status,legal_support_scope,legal_support_provider,legal_support_source_url,legal_support_disclosure_status,safety_support_status,safety_support_types,safety_policy_public,safety_source_url,editorial_policy_public,corrections_policy_public,ethics_policy_public,privacy_or_source_policy_public,publishing_cadence,platform_presence,platform_dependence_public_signal,platform_monetization_status,monetized_platforms,platform_monetization_model,platform_revenue_dependency,platform_revenue_share_or_amount,platform_revenue_evidence_url,referral_dependency_status,major_referral_sources,owned_audience_channels,owned_audience_strength_public_signal,platform_policy_financial_exposure,documented_demonetization_or_restriction_event,platform_risk_source_url,revenue_concentration_public_signal,grant_dependency_public_signal,government_advertising_dependency_public_signal,major_funding_loss_event_public,financial_security_note,public_contact_available,public_contact_type,editor_or_leader_name_public,editor_or_leader_role_public,recruitment_source_url,primary_enrichment_source_url,secondary_enrichment_source_url,source_type,evidence_date,date_checked,enrichment_confidence,enrichment_notes,enrichment_version
NE001,,El Perico,Nebraska,Nebraska,Omaha,https://el-perico.com/,standalone_outlet,unclear,print,bilingual,immigrant_general,neighborhood_or_city,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://el-perico.com/about-us/,,,,,not_searched,,phase1b-v1.0
NE003,,Hola Nebraska,Nebraska,Nebraska,Statewide / Omaha,https://holanebraska.org/,standalone_outlet,unclear,unclear,bilingual,unclear,statewide,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://holanebraska.org/,,,,,not_searched,,phase1b-v1.0
NE006,,KZUM en Español,Nebraska,Nebraska,Lincoln,https://kzum.org/news/,hosted_program,public_media,radio,single_non_english,ethnic_or_racial_community,neighborhood_or_city,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://kzum.org/news/,,,,,not_searched,,phase1b-v1.0
NE002,,Mundo Latino Network,Nebraska,Nebraska,Omaha / statewide,https://mundolatinonetwork.com/,standalone_outlet,unclear,unclear,single_non_english,diaspora_national_origin,statewide,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://mundolatinonetwork.com/2026/09/07/letter-from-the-editor-27-years-of-mundo-latino/,,,,,not_searched,,phase1b-v1.0
NE004,,Telemundo Nebraska,Nebraska,Nebraska,Statewide,https://www.floodcomm.com/telemundo-radio-lobo/,network_affiliate_or_local_station,unclear,television,single_non_english,language_community,statewide,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://www.floodcomm.com/telemundo-radio-lobo/,,,,,not_searched,,phase1b-v1.0
NV002,,El Nuevo Mundo,Nevada,Nevada,Las Vegas / Southern Nevada,https://elnuevomundo.lv/,standalone_outlet,unclear,print,single_non_english,ethnic_or_racial_community,neighborhood_or_city,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://elnuevomundo.lv/,,,,,not_searched,,phase1b-v1.0
NV003,,Entérate Vegas,Nevada,Nevada,Las Vegas,https://enteratevegas.com/,standalone_outlet,unclear,unclear,single_non_english,language_community,neighborhood_or_city,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://enteratevegas.com/advertise/,,,,,not_searched,,phase1b-v1.0
NV008,,K-LasVegas / Las Vegas Korean Magazine,Nevada,Nevada,Las Vegas,https://www.k-lasvegas.org/,standalone_outlet,nonprofit,print,unclear,diaspora_national_origin,neighborhood_or_city,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://www.k-lasvegas.org/,,,,,not_searched,,phase1b-v1.0
NV005,,Las Vegas Chinese Daily News,Nevada,Nevada,Las Vegas / Southern Nevada,https://lasvegaschinesedailynews.com/en/,standalone_outlet,unclear,print,unclear,diaspora_national_origin,transnational_or_diaspora,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://lasvegaschinesedailynews.com/en/,,,,,not_searched,,phase1b-v1.0
NV006,,Las Vegas Korean News,Nevada,Nevada,Las Vegas,,standalone_outlet,unclear,print,single_non_english,diaspora_national_origin,neighborhood_or_city,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://fliphtml5.com/cztqq/1569-BcKB/9/,,,,,not_searched,,phase1b-v1.0
NV004,,Noticiero Móvil,Nevada,Nevada,Reno / Northern Nevada,https://noticieromovil.com/,standalone_outlet,unclear,unclear,bilingual,ethnic_or_racial_community,neighborhood_or_city,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://noticieromovil.com/,,,,,not_searched,,phase1b-v1.0
NV001,,Philippine Times of Southern Nevada,Nevada,Nevada,Las Vegas / Southern Nevada,https://ptsnv.com/,standalone_outlet,unclear,print,bilingual,diaspora_national_origin,transnational_or_diaspora,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://ptsnv.com/subscribe/,,,,,not_searched,,phase1b-v1.0
NV011,,PHLV Radio,Nevada,Nevada,Las Vegas,https://phlvradio.com/,standalone_outlet,unclear,radio,unclear,diaspora_national_origin,neighborhood_or_city,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://ptsnv.com/category/top-stories/,,,,,not_searched,,phase1b-v1.0
NV007,,The Las Vegas Times / Korean Las Vegas Times,Nevada,Nevada,Las Vegas,https://www.koreanlasvegastimes.com/,standalone_outlet,unclear,print,single_non_english,diaspora_national_origin,transnational_or_diaspora,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://anyflip.com/njqei/sfai/basic/,,,,,not_searched,,phase1b-v1.0
NV009,,VietLasVegas.com,Nevada,Nevada,Las Vegas,https://vietlasvegas.com/,standalone_outlet,unclear,unclear,single_non_english,diaspora_national_origin,neighborhood_or_city,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://vietlasvegas.com/archive/,,,,,not_searched,,phase1b-v1.0
NH003,,Made En NH,New Hampshire,New Hampshire,Statewide,https://www.nhpr.org/made-en-nh,hosted_program,unclear,unclear,bilingual,ethnic_or_racial_community,statewide,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://www.nhpr.org/made-en-nh,,,,,not_searched,,phase1b-v1.0
NH002,,Visibles,New Hampshire,New Hampshire,Statewide,https://www.nhpr.org/visibles-stories-from-our-community,hosted_program,unclear,unclear,unclear,ethnic_or_racial_community,statewide,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://www.nhpr.org/visibles-stories-from-our-community,,,,,not_searched,,phase1b-v1.0
NH001,,"¿Qué Hay de Nuevo, New Hampshire?",New Hampshire,New Hampshire,Statewide,https://www.nhpr.org/noticias-en-espanol,hosted_language_product,public_media,radio,language_specific_product_within_host,ethnic_or_racial_community,statewide,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://www.nhpr.org/noticias-en-espanol,,,,,not_searched,,phase1b-v1.0
NJ006,,Central Desi,New Jersey,New Jersey,Statewide,https://centraldesi.beehiiv.com/,standalone_outlet,unclear,unclear,unclear,unclear,statewide,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://centraldesi.beehiiv.com/about-us,,,,,not_searched,,phase1b-v1.0
NJ008,,Desi.Net Edison,New Jersey,New Jersey,Edison,https://desi.net/edison/,standalone_outlet,unclear,unclear,unclear,unclear,neighborhood_or_city,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://desi.net/edison/news/edison-edison-nj-roundup-drowning-tragedy-india-day-parade-and-desi-dining-guide-2026-08-24,,,,,not_searched,,phase1b-v1.0
NJ003,,Korean Bergen News,New Jersey,New Jersey,Bergen County,https://kbergennews.com/,standalone_outlet,unclear,print,single_non_english,diaspora_national_origin,transnational_or_diaspora,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://kbergennews.com/posts/why-korean-bergen-news-en,,,,,not_searched,,phase1b-v1.0
NJ005,ORG0003,News India Times,New Jersey,New Jersey,Edison / national,https://newsindiatimes.com/,standalone_outlet,unclear,print,unclear,diaspora_national_origin,transnational_or_diaspora,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://newsindiatimes.com/,,,,,not_searched,,phase1b-v1.0
NJ004,,NJ Information Magazine,New Jersey,New Jersey,Fort Lee / Palisades Park,https://www.njjungbo.com/,standalone_outlet,unclear,print,unclear,diaspora_national_origin,neighborhood_or_city,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://www.njjungbo.com/,,,,,not_searched,,phase1b-v1.0
NJ009,,NJ Spotlight News en Español,New Jersey,New Jersey,Statewide,https://www.njspotlightnews.org/,hosted_language_product,mixed_or_hybrid,unclear,language_specific_product_within_host,language_community,statewide,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://www.nj.gov/treasury/njpba/assets/files/pdf/2025/CPB_LocalContentReport2024.pdf,,,,,not_searched,,phase1b-v1.0
NJ007,,Panjab Express,New Jersey,New Jersey,Avenel / statewide & diaspora,https://www.panjabexpress.com/,standalone_outlet,for_profit_private,print,bilingual,diaspora_national_origin,transnational_or_diaspora,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://www.panjabexpress.com/about,,,,,not_searched,,phase1b-v1.0
NJ001,,Radio Jornalera NJ,New Jersey,New Jersey,Newark / statewide,,standalone_outlet,unclear,mixed_platform,unclear,mixed_orientation,statewide,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://www.theguardian.com/us-news/2026/jun/13/radio-jornalera-new-jersey-immigration-detention-center,,,,,not_searched,,phase1b-v1.0
NJ002,,Reporte Hispano,New Jersey,New Jersey,Statewide,https://reportehispano.com/,standalone_outlet,unclear,unclear,single_non_english,ethnic_or_racial_community,statewide,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://reportehispano.com/,,,,,not_searched,,phase1b-v1.0
NM003,,KMVR-FM,New Mexico,New Mexico,Deming / Southwest New Mexico,,standalone_outlet,unclear,radio,single_non_english,language_community,neighborhood_or_city,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://iprsoftwaremedia.com/175/files/202511/NewsMapFullReport.pdf,,,,,not_searched,,phase1b-v1.0
NM001,,Telemundo Nuevo México,New Mexico,New Mexico,Albuquerque / statewide,,network_affiliate_or_local_station,unclear,television,single_non_english,language_community,statewide,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://iprsoftwaremedia.com/175/files/202511/NewsMapFullReport.pdf,,,,,not_searched,,phase1b-v1.0
NM002,,Univision Nuevo México,New Mexico,New Mexico,Albuquerque / statewide,,network_affiliate_or_local_station,unclear,television,single_non_english,language_community,statewide,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://iprsoftwaremedia.com/175/files/202511/NewsMapFullReport.pdf,,,,,not_searched,,phase1b-v1.0
NY003,,Africa in Harlem,New York,New York,Harlem / NYC,https://africainharlem.nyc/,standalone_outlet,unclear,unclear,multilingual,diaspora_national_origin,transnational_or_diaspora,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://africainharlem.nyc/en/about-us/,,,,,not_searched,,phase1b-v1.0
NY033,,Caribbean Life,New York,New York,Brooklyn / NYC,https://www.caribbeanlife.com/,standalone_outlet,unclear,print,unclear,diaspora_national_origin,transnational_or_diaspora,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://www.caribbeanlife.com/,,,,,not_searched,,phase1b-v1.0
NY001,,Documented,New York,New York,New York City,https://documentedny.com/,standalone_outlet,nonprofit,unclear,multilingual,mixed_orientation,neighborhood_or_city,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://documentedny.com/about-us/,,,,,not_searched,,phase1b-v1.0
NY005,,El Diario / La Prensa,New York,New York,New York City,https://eldiariony.com/,standalone_outlet,unclear,unclear,single_non_english,language_community,neighborhood_or_city,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://eldiariony.com/about-us/,,,,,not_searched,,phase1b-v1.0
NY004,,Feet in 2 Worlds,New York,New York,New York City,https://fi2w.org/,standalone_outlet,nonprofit,podcast,unclear,mixed_orientation,neighborhood_or_city,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://www.fi2w.org/about-us/,,,,,not_searched,,phase1b-v1.0
NY026,,ForumDaily,New York,New York,Brooklyn / national,https://www.forumdaily.com/,standalone_outlet,unclear,digital,single_non_english,diaspora_national_origin,transnational_or_diaspora,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://www.forumdaily.com/en/contacts/,,,,,not_searched,,phase1b-v1.0
NY032,,French Morning,New York,New York,New York City / U.S. network,https://frenchmorning.com/,standalone_outlet,unclear,unclear,single_non_english,diaspora_national_origin,transnational_or_diaspora,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://frenchmorning.com/,,,,,not_searched,,phase1b-v1.0
NY006,,Impacto Latino,New York,New York,New York City,https://impactolatino.com/,standalone_outlet,unclear,print,single_non_english,ethnic_or_racial_community,neighborhood_or_city,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://impactolatino.com/,,,,,not_searched,,phase1b-v1.0
NY014,,Khasokhas,New York,New York,Queens / NYC,https://www.khasokhas.com/,standalone_outlet,unclear,unclear,unclear,diaspora_national_origin,neighborhood_or_city,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://www.khasokhas.com/about-us,,,,,not_searched,,phase1b-v1.0
NY018,,Korea Daily New York,New York,New York,Bayside / Queens,http://koreadailyny.com,standalone_outlet,unclear,unclear,single_non_english,diaspora_national_origin,neighborhood_or_city,,not_searched,,,not_searched,not_searched,not_searched,not_searched,,,not_searched,not_searched,not_searched,,not_searched,not_searched,,,,not_searched,not_searched,,,,not_searched,not_searched,,not_searched,,,,not_searched,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,not_searched,,not_searched,not_searched,,,not_searched,,,not_searched,,,not_searched,,not_searched,,not_searched,not_searched,not_searched,not_searched,,not_searched,,,,,https://yp.koreadaily.com/detail/301?bra_code=NY,,,,,not_searched,,phase1b-v1.0
